Year,Month,Day,Hour,Minute,Temperature(deg.C),Albedo,Azimuth(degree),cloudopacity(%),Dew Point(deg.c),DHI(W/m2),DNI,EBH,GHI,Relative humidity(%),Snow Depth(cm),Pressure(mbar),Wind Direction(degree),Wind Speed(m/s),Zenith(degree)
,,,,,,,,,,,,,,,,,,,
2012,4,26,14,0,29.3,0.12,77,0.9,22.9,190,671,486,676,68.3,0,998,185,1.1,44
,,,,,,,,,,,,,,,,,,,
2012,4,26,15,0,28.7,0.12,78,0.6,22.8,160,554,293,452,70.3,0,997.8,195,1.2,58
,,,,,,,,,,,,,,,,,,,
2012,4,26,16,0,28,0.12,78,0,23.1,99,363,113,213,74.8,0,998.4,208,1.1,73
,,,,,,,,,,,,,,,,,,,
2012,4,26,17,0,27.3,0.12,77,0,23.5,22,56,8,29,79.7,0,999,222,1.1,87
,,,,,,,,,,,,,,,,,,,
2012,4,26,18,0,26.7,0.12,75,0,23.7,0,0,0,0,83.8,0,999.6,232,1.1,102
,,,,,,,,,,,,,,,,,,,
2012,4,26,19,0,26.1,0.12,71,0,23.8,0,0,0,0,86.7,0,1000.4,239,1.1,116
,,,,,,,,,,,,,,,,,,,
2012,4,26,20,0,25.6,0.12,66,2,23.8,0,0,0,0,89.8,0,1001.2,245,1.1,130
,,,,,,,,,,,,,,,,,,,
2012,4,26,21,0,25.3,0.12,57,40.3,23.8,0,0,0,0,91.7,0,1001.3,240,0.8,143
,,,,,,,,,,,,,,,,,,,
2012,4,26,22,0,25.2,0.12,38,7.6,23.9,0,0,0,0,92.3,0,1000.8,202,0.5,154
,,,,,,,,,,,,,,,,,,,
2012,4,26,23,0,25.2,0.12,3,0,24,0,0,0,0,92.9,0,1000.3,144,0.6,159
,,,,,,,,,,,,,,,,,,,
2012,4,27,0,0,25,0.13,-34,0,24,0,0,0,0,94.2,0,999.8,139,0.6,155
,,,,,,,,,,,,,,,,,,,
2012,4,27,1,0,24.5,0.13,-55,0,23.9,0,0,0,0,96.1,0,999.2,201,0.3,145
,,,,,,,,,,,,,,,,,,,
2012,4,27,2,0,24.1,0.13,-65,0,23.8,0,0,0,0,98.1,0,998.6,255,0.6,132
,,,,,,,,,,,,,,,,,,,
2012,4,27,3,0,23.9,0.13,-71,0,23.7,0,0,0,0,99.1,0,998.5,262,0.9,118
,,,,,,,,,,,,,,,,,,,
2012,4,27,4,0,23.8,0.13,-74,0,23.7,0,0,0,0,99.2,0,998.7,259,0.9,104
,,,,,,,,,,,,,,,,,,,
2012,4,27,5,0,23.8,0.13,-76,0,23.7,13,15,2,15,99.2,0,998.9,257,1,90
,,,,,,,,,,,,,,,,,,,
2012,4,27,6,0,24.2,0.13,-77,0,23.7,98,226,65,163,97.3,0,999.1,254,1,75
,,,,,,,,,,,,,,,,,,,
2012,4,27,7,0,24.8,0.13,-78,0,23.7,170,463,231,400,93.6,0,999.4,250,1.2,61
,,,,,,,,,,,,,,,,,,,
2012,4,27,8,0,25.5,0.13,-77,0,23.8,207,610,425,632,90.1,0,999.6,246,1.4,46
,,,,,,,,,,,,,,,,,,,
2012,4,27,9,0,26.7,0.13,-74,0,24.1,183,766,652,835,85.5,0,999.5,242,1.4,32
,,,,,,,,,,,,,,,,,,,
2012,4,27,10,0,28.3,0.13,-62,7.9,24.6,334,576,545,878,80.2,0,999,235,1.5,18
,,,,,,,,,,,,,,,,,,,
2012,4,27,11,0,29.9,0.13,-7,16.3,25,472,320,316,788,75.4,0,998.5,229,1.5,9
,,,,,,,,,,,,,,,,,,,
2012,4,27,12,0,30,0.13,58,17.6,25.1,508,234,225,733,74.9,0,997.9,224,1.5,16
,,,,,,,,,,,,,,,,,,,
2012,4,27,13,0,28.8,0.13,73,13.7,24.7,429,284,243,674,78.5,0,997.3,218,1.3,29
,,,,,,,,,,,,,,,,,,,
2012,4,27,14,0,27.6,0.13,77,5.5,24.3,309,422,301,610,82.4,0,996.6,211,1.1,44
,,,,,,,,,,,,,,,,,,,
2012,4,27,15,0,26.6,0.13,78,0.4,24.1,201,403,216,417,86,0,996.5,210,1,58
,,,,,,,,,,,,,,,,,,,
2012,4,27,16,0,25.9,0.13,77,4.1,24,133,131,40,173,89.2,0,996.9,216,0.9,73
,,,,,,,,,,,,,,,,,,,
2012,4,27,17,0,25.2,0.13,76,0,23.9,22,17,2,24,92.5,0,997.3,225,0.8,87
,,,,,,,,,,,,,,,,,,,
2012,4,27,18,0,24.8,0.13,74,0,23.9,0,0,0,0,94.7,0,997.7,227,0.9,102
,,,,,,,,,,,,,,,,,,,
2012,4,27,19,0,24.6,0.13,71,6.4,23.8,0,0,0,0,95.6,0,998.3,225,1.1,116
,,,,,,,,,,,,,,,,,,,
2012,4,27,20,0,24.4,0.13,66,48.6,23.8,0,0,0,0,96.6,0,998.9,223,1.4,130
,,,,,,,,,,,,,,,,,,,
2012,4,27,21,0,24.4,0.13,56,3.8,23.9,0,0,0,0,96.7,0,999.1,221,1.6,143
,,,,,,,,,,,,,,,,,,,
2012,4,27,22,0,24.7,0.13,37,20,24,0,0,0,0,96.2,0,998.9,219,1.8,154
,,,,,,,,,,,,,,,,,,,
2012,4,27,23,0,24.9,0.13,3,41.1,24.1,0,0,0,0,95.6,0,998.7,218,2,159
,,,,,,,,,,,,,,,,,,,
2012,4,28,0,0,25,0.13,-33,54.9,24.3,0,0,0,0,96.1,0,998.4,218,2.2,155
,,,,,,,,,,,,,,,,,,,
2012,4,28,1,0,24.9,0.13,-54,28.7,24.6,0,0,0,0,97.7,0,998,219,2.2,145
,,,,,,,,,,,,,,,,,,,
2012,4,28,2,0,24.9,0.13,-65,0,24.8,0,0,0,0,99.2,0,997.5,219,2.3,132
,,,,,,,,,,,,,,,,,,,
2012,4,28,3,0,24.9,0.13,-70,27.7,24.8,0,0,0,0,99.9,0,997.4,220,2.3,118
,,,,,,,,,,,,,,,,,,,
2012,4,28,4,0,24.8,0.13,-74,42.8,24.7,0,0,0,0,99.7,0,997.7,220,2.2,104
,,,,,,,,,,,,,,,,,,,
2012,4,28,5,0,24.7,0.13,-76,12.2,24.7,12,8,0,13,99.5,0,997.9,220,2.1,90
,,,,,,,,,,,,,,,,,,,
2012,4,28,6,0,25,0.13,-77,0.4,24.7,105,159,46,151,98.4,0,998.3,220,2,75
,,,,,,,,,,,,,,,,,,,
2012,4,28,7,0,25.6,0.13,-77,2.4,25,204,338,171,374,96.5,0,998.8,220,2.1,60
,,,,,,,,,,,,,,,,,,,
2012,4,28,8,0,26.1,0.13,-77,24.4,25.2,387,70,47,435,94.6,0,999.2,219,2.2,46
,,,,,,,,,,,,,,,,,,,
2012,4,28,9,0,26.9,0.13,-73,12.3,25.4,415,291,245,660,91.5,0,999.2,219,2.2,32
,,,,,,,,,,,,,,,,,,,
2012,4,28,10,0,27.9,0.13,-61,16.6,25.6,499,235,227,726,87.4,0,998.9,218,2.1,18
,,,,,,,,,,,,,,,,,,,
2012,4,28,11,0,28.9,0.13,-6,12.2,25.8,402,405,399,801,83.6,0,998.5,217,2,9
,,,,,,,,,,,,,,,,,,,
2012,4,28,12,0,29,0.13,57,12.4,25.7,403,387,367,771,82.1,0,997.9,217,2,16
,,,,,,,,,,,,,,,,,,,
2012,4,28,13,0,28.3,0.13,72,11,25.2,391,348,308,699,82.9,0,997.3,216,1.9,29
,,,,,,,,,,,,,,,,,,,
2012,4,28,14,0,27.6,0.13,76,3.4,24.6,272,497,360,632,83.7,0,996.7,215,1.9,44
,,,,,,,,,,,,,,,,,,,
2012,4,28,15,0,27.1,0.13,77,6.5,24.4,237,322,164,401,85.3,0,996.5,218,1.8,58
,,,,,,,,,,,,,,,,,,,
2012,4,28,16,0,26.6,0.13,77,0,24.4,111,270,85,196,87.7,0,996.8,224,1.6,73
,,,,,,,,,,,,,,,,,,,
2012,4,28,17,0,26.2,0.13,76,0,24.5,22,33,4,27,90.3,0,997.1,232,1.5,87
,,,,,,,,,,,,,,,,,,,
2012,4,28,18,0,25.8,0.13,74,0,24.4,0,0,0,0,92.3,0,997.6,234,1.5,102
,,,,,,,,,,,,,,,,,,,
2012,4,28,19,0,25.4,0.13,71,0,24.3,0,0,0,0,93.7,0,998.2,230,1.6,116
,,,,,,,,,,,,,,,,,,,
2012,4,28,20,0,25.1,0.13,65,0,24.2,0,0,0,0,95.2,0,998.9,227,1.6,130
,,,,,,,,,,,,,,,,,,,
2012,4,28,21,0,25,0.13,56,0,24.2,0,0,0,0,95.7,0,999,228,1.7,143
,,,,,,,,,,,,,,,,,,,
2012,4,28,22,0,25.1,0.13,37,0,24.3,0,0,0,0,95.5,0,998.8,234,1.7,154
,,,,,,,,,,,,,,,,,,,
2012,4,28,23,0,25.2,0.13,3,0,24.4,0,0,0,0,95.2,0,998.6,239,1.8,159
,,,,,,,,,,,,,,,,,,,
2012,4,29,0,0,25.2,0.13,-33,0,24.5,0,0,0,0,95.5,0,998.2,242,1.9,155
,,,,,,,,,,,,,,,,,,,
2012,4,29,1,0,25.2,0.13,-54,15.3,24.6,0,0,0,0,96.3,0,997.7,244,2.1,145
,,,,,,,,,,,,,,,,,,,
2012,4,29,2,0,25.1,0.13,-64,28.2,24.6,0,0,0,0,97.2,0,997.3,246,2.2,132
,,,,,,,,,,,,,,,,,,,
2012,4,29,3,0,25,0.13,-70,52,24.7,0,0,0,0,97.7,0,997.2,247,2.2,118
,,,,,,,,,,,,,,,,,,,
2012,4,29,4,0,24.9,0.13,-73,35.3,24.6,0,0,0,0,97.9,0,997.6,246,2.1,104
,,,,,,,,,,,,,,,,,,,
2012,4,29,5,0,24.9,0.13,-76,29.7,24.5,12,19,1,15,98.1,0,997.9,246,2,89
,,,,,,,,,,,,,,,,,,,
2012,4,29,6,0,25.2,0.13,-77,5.8,24.5,116,163,42,157,95.8,0,998.3,244,2,75
,,,,,,,,,,,,,,,,,,,
2012,4,29,7,0,26,0.13,-77,5,24.5,192,398,199,391,91.1,0,998.7,242,2.1,60
,,,,,,,,,,,,,,,,,,,
2012,4,29,8,0,26.9,0.13,-76,26.8,24.5,394,71,51,445,86.7,0,999.1,240,2.3,46
,,,,,,,,,,,,,,,,,,,
2012,4,29,9,0,27.6,0.13,-73,13.2,24.6,360,367,319,678,83.7,0,999.1,236,2.2,32
,,,,,,,,,,,,,,,,,,,
2012,4,29,10,0,28.3,0.13,-60,16,24.9,444,323,303,748,81.8,0,998.7,228,2.1,18
,,,,,,,,,,,,,,,,,,,
2012,4,29,11,0,29,0.13,-6,22.9,25.2,527,194,192,720,80,0,998.3,219,2,9
,,,,,,,,,,,,,,,,,,,
2012,4,29,12,0,29.3,0.13,57,17.6,25.1,486,258,245,731,78.3,0,997.8,215,1.9,16
,,,,,,,,,,,,,,,,,,,
2012,4,29,13,0,29.2,0.13,72,4.6,24.7,327,528,461,789,76.5,0,997.3,215,1.9,30
,,,,,,,,,,,,,,,,,,,
2012,4,29,14,0,29.1,0.13,76,5.5,24.2,289,451,331,619,74.8,0,996.7,214,1.9,44
,,,,,,,,,,,,,,,,,,,
2012,4,29,15,0,28.5,0.13,77,2.4,24,200,422,222,422,76.5,0,996.6,213,1.9,58
,,,,,,,,,,,,,,,,,,,
2012,4,29,16,0,27.5,0.13,77,11.5,24.1,135,93,30,166,81.7,0,997.1,211,1.9,73
,,,,,,,,,,,,,,,,,,,
2012,4,29,17,0,26.4,0.13,76,4,24.1,25,1,0,25,87.3,0,997.6,208,1.8,87
,,,,,,,,,,,,,,,,,,,
2012,4,29,18,0,25.7,0.13,74,0,24.1,0,0,0,0,91,0,998.1,209,1.8,102
,,,,,,,,,,,,,,,,,,,
2012,4,29,19,0,25.2,0.13,70,0,24,0,0,0,0,92.7,0,998.6,212,1.9,116
,,,,,,,,,,,,,,,,,,,
2012,4,29,20,0,24.8,0.13,65,0,23.9,0,0,0,0,94.4,0,999,215,2,130
,,,,,,,,,,,,,,,,,,,
2012,4,29,21,0,24.5,0.13,55,0,23.9,0,0,0,0,96,0,999.1,219,1.9,143
,,,,,,,,,,,,,,,,,,,
2012,4,29,22,0,24.4,0.13,36,27.5,24,0,0,0,0,97.4,0,998.8,225,1.6,153
,,,,,,,,,,,,,,,,,,,
2012,4,29,23,0,24.2,0.13,3,51.5,24.1,0,0,0,0,98.8,0,998.5,234,1.3,159
,,,,,,,,,,,,,,,,,,,
2012,4,30,0,0,24.3,0.13,-33,51.4,24.2,0,0,0,0,99.3,0,998.2,243,1.3,155
,,,,,,,,,,,,,,,,,,,
2012,4,30,1,0,24.6,0.13,-53,26.9,24.4,0,0,0,0,98.9,0,997.8,247,1.4,144
,,,,,,,,,,,,,,,,,,,
2012,4,30,2,0,24.9,0.13,-64,6.9,24.6,0,0,0,0,98.4,0,997.4,251,1.6,132
,,,,,,,,,,,,,,,,,,,
2012,4,30,3,0,25,0.13,-70,7.1,24.7,0,0,0,0,98.2,0,997.4,252,1.7,118
,,,,,,,,,,,,,,,,,,,
2012,4,30,4,0,24.9,0.13,-73,4.9,24.7,0,0,0,0,98.3,0,997.7,252,1.7,104
,,,,,,,,,,,,,,,,,,,
2012,4,30,5,0,24.9,0.13,-75,2.1,24.6,14,37,4,18,98.3,0,997.9,252,1.6,89
,,,,,,,,,,,,,,,,,,,
2012,4,30,6,0,25.3,0.13,-77,2.6,24.7,98,292,79,177,96.6,0,998.3,251,1.6,75
,,,,,,,,,,,,,,,,,,,
2012,4,30,7,0,26.1,0.13,-77,14.9,24.9,229,231,114,343,93.3,0,998.8,250,1.7,60
,,,,,,,,,,,,,,,,,,,
2012,4,30,8,0,26.9,0.13,-76,8.8,25.2,273,462,323,596,90.2,0,999.3,248,1.8,46
,,,,,,,,,,,,,,,,,,,
2012,4,30,9,0,28.2,0.13,-72,22.2,25.2,455,188,160,617,84.1,0,999.3,243,1.8,32
,,,,,,,,,,,,,,,,,,,
2012,4,30,10,0,29.9,0.13,-59,19.8,25.2,500,231,220,720,75.9,0,999,233,1.8,18
,,,,,,,,,,,,,,,,,,,
2012,4,30,11,0,31.6,0.13,-6,6,25.1,335,598,590,925,68.6,0,998.6,224,1.8,9
,,,,,,,,,,,,,,,,,,,
2012,4,30,12,0,31.6,0.13,56,6.1,25.1,327,594,572,899,68.6,0,997.9,218,1.8,16
,,,,,,,,,,,,,,,,,,,
2012,4,30,13,0,29.9,0.13,71,9.6,25.1,362,464,401,764,75.6,0,997.1,215,1.9,30
,,,,,,,,,,,,,,,,,,,
2012,4,30,14,0,28.2,0.13,75,8.2,25.1,301,440,308,609,83.5,0,996.3,213,2,44
,,,,,,,,,,,,,,,,,,,
2012,4,30,15,0,27.1,0.13,77,2.6,25,195,434,230,425,88.5,0,996.2,214,1.9,58
,,,,,,,,,,,,,,,,,,,
2012,4,30,16,0,26.7,0.13,76,0.2,24.9,107,303,95,201,90,0,996.8,219,1.8,73
,,,,,,,,,,,,,,,,,,,
2012,4,30,17,0,26.4,0.13,75,0.6,24.8,23,37,5,27,91.4,0,997.4,224,1.7,87
,,,,,,,,,,,,,,,,,,,
2012,4,30,18,0,26,0.13,73,0,24.7,0,0,0,0,92.7,0,998.1,228,1.7,102
,,,,,,,,,,,,,,,,,,,
2012,4,30,19,0,25.7,0.13,70,0,24.6,0,0,0,0,93.7,0,998.7,228,1.8,116
,,,,,,,,,,,,,,,,,,,
2012,4,30,20,0,25.4,0.13,65,0,24.5,0,0,0,0,94.8,0,999.4,229,1.9,130
,,,,,,,,,,,,,,,,,,,
2012,4,30,21,0,25.3,0.13,55,0,24.5,0,0,0,0,95.2,0,999.4,230,1.9,143
,,,,,,,,,,,,,,,,,,,
2012,4,30,22,0,25.5,0.13,36,27.4,24.7,0,0,0,0,95.1,0,998.9,233,1.8,153
,,,,,,,,,,,,,,,,,,,
2012,4,30,23,0,25.7,0.13,3,51.4,24.8,0,0,0,0,94.9,0,998.4,236,1.7,158
,,,,,,,,,,,,,,,,,,,
2017,5,1,0,0,25.3,0.13,-33,51.5,24.6,0,0,0,0,96.4,0,999.7,205,1.8,155
,,,,,,,,,,,,,,,,,,,
2017,5,1,1,0,24.9,0.13,-53,53,24.3,0,0,0,0,96.7,0,999.4,212,1.7,144
,,,,,,,,,,,,,,,,,,,
2017,5,1,2,0,24.5,0.13,-64,55.8,24,0,0,0,0,97.1,0,999,220,1.6,132
,,,,,,,,,,,,,,,,,,,
2017,5,1,3,0,24.3,0.13,-70,58.6,23.9,0,0,0,0,97.4,0,998.9,229,1.5,118
,,,,,,,,,,,,,,,,,,,
2017,5,1,4,0,24.2,0.13,-73,70.1,23.8,0,0,0,0,97.5,0,999,237,1.6,104
,,,,,,,,,,,,,,,,,,,
2017,5,1,5,0,24.1,0.13,-75,68.3,23.7,6,0,0,6,97.5,0,999,245,1.6,89
,,,,,,,,,,,,,,,,,,,
2017,5,1,6,0,24.6,0.13,-77,68.8,23.7,46,0,0,46,94.6,0,999.3,246,1.8,75
,,,,,,,,,,,,,,,,,,,
2017,5,1,7,0,25.7,0.13,-77,83,23.8,59,0,0,59,88.9,0,999.7,242,2.2,60
,,,,,,,,,,,,,,,,,,,
2017,5,1,8,0,26.8,0.13,-76,85,23.8,90,0,0,90,83.6,0,1000.1,239,2.7,46
,,,,,,,,,,,,,,,,,,,
2017,5,1,9,0,27.4,0.13,-72,76.5,23.7,182,0,0,182,80.6,0,1000.2,235,2.8,32
,,,,,,,,,,,,,,,,,,,
2017,5,1,10,0,27.5,0.13,-59,61.8,23.6,337,0,0,337,79.7,0,1000.1,228,2.8,18
,,,,,,,,,,,,,,,,,,,
2017,5,1,11,0,27.5,0.13,-6,61.7,23.5,352,0,0,352,78.7,0,999.9,221,2.8,9
,,,,,,,,,,,,,,,,,,,
2017,5,1,12,0,27.4,0.13,56,43.2,23.4,502,0,0,502,78.8,0,999.6,219,2.8,16
,,,,,,,,,,,,,,,,,,,
2017,5,1,13,0,27.2,0.13,71,42.8,23.4,447,0,0,447,80,0,999,221,2.7,30
,,,,,,,,,,,,,,,,,,,
2017,5,1,14,0,26.9,0.13,75,77.6,23.4,151,0,0,151,81.2,0,998.5,224,2.7,44
,,,,,,,,,,,,,,,,,,,
2017,5,1,15,0,26.6,0.13,77,97.3,23.5,12,0,0,12,83,0,998.4,229,2.4,58
,,,,,,,,,,,,,,,,,,,
2017,5,1,16,0,26.2,0.13,76,95,23.5,7,0,0,7,85.5,0,998.6,240,2,73
,,,,,,,,,,,,,,,,,,,
2017,5,1,17,0,25.7,0.13,75,44.9,23.6,9,0,0,9,88,0,998.9,255,1.7,87
,,,,,,,,,,,,,,,,,,,
2017,5,1,18,0,25.4,0.13,73,63.1,23.6,0,0,0,0,90,0,999.2,266,1.5,102
,,,,,,,,,,,,,,,,,,,
2017,5,1,19,0,25,0.13,70,67.8,23.6,0,0,0,0,91.6,0,999.7,267,1.5,116
,,,,,,,,,,,,,,,,,,,
2017,5,1,20,0,24.7,0.13,65,68.8,23.5,0,0,0,0,93.1,0,1000.1,269,1.4,130
,,,,,,,,,,,,,,,,,,,
2017,5,1,21,0,24.5,0.13,55,69.2,23.5,0,0,0,0,94,0,1000.2,269,1.4,143
,,,,,,,,,,,,,,,,,,,
2017,5,1,22,0,24.5,0.13,36,76.1,23.5,0,0,0,0,94.1,0,1000,268,1.5,153
,,,,,,,,,,,,,,,,,,,
2017,5,1,23,0,24.5,0.13,3,82.3,23.5,0,0,0,0,94.2,0,999.7,266,1.6,158
,,,,,,,,,,,,,,,,,,,
2017,5,2,0,0,24.4,0.13,-32,82.5,23.5,0,0,0,0,94.7,0,999.4,268,1.6,154
,,,,,,,,,,,,,,,,,,,
2017,5,2,1,0,24.2,0.13,-53,71.9,23.4,0,0,0,0,95.4,0,998.9,272,1.4,144
,,,,,,,,,,,,,,,,,,,
2017,5,2,2,0,24,0.13,-63,63.2,23.3,0,0,0,0,96.2,0,998.5,276,1.4,131
,,,,,,,,,,,,,,,,,,,
2017,5,2,3,0,23.8,0.13,-69,63.6,23.3,0,0,0,0,96.7,0,998.4,282,1.3,118
,,,,,,,,,,,,,,,,,,,
2017,5,2,4,0,23.8,0.13,-73,54.4,23.3,0,0,0,0,96.9,0,998.6,291,1.2,104
,,,,,,,,,,,,,,,,,,,
2017,5,2,5,0,23.7,0.13,-75,34.5,23.3,12,0,0,12,97.1,0,998.7,300,1.1,89
,,,,,,,,,,,,,,,,,,,
2017,5,2,6,0,24.5,0.13,-76,15.9,23.2,121,27,8,130,92.6,0,998.9,294,1.1,75
,,,,,,,,,,,,,,,,,,,
2017,5,2,7,0,26.1,0.13,-76,8.4,23.2,223,248,121,345,84.1,0,999.2,275,1.3,60
,,,,,,,,,,,,,,,,,,,
2017,5,2,8,0,27.7,0.13,-75,25.5,23.1,394,69,46,440,76.4,0,999.4,262,1.5,46
,,,,,,,,,,,,,,,,,,,
2017,5,2,9,0,29.2,0.13,-71,21.2,23.1,478,154,132,611,69.6,0,999.3,249,1.6,32
,,,,,,,,,,,,,,,,,,,
2017,5,2,10,0,30.8,0.13,-58,16,23.1,489,267,252,742,63.6,0,998.8,232,1.6,18
,,,,,,,,,,,,,,,,,,,
2017,5,2,11,0,32.4,0.13,-5,17.4,23.1,533,230,227,761,58.2,0,998.4,216,1.7,10
,,,,,,,,,,,,,,,,,,,
2017,5,2,12,0,32.4,0.13,55,20.6,23.1,558,141,137,696,58.1,0,997.9,207,1.8,16
,,,,,,,,,,,,,,,,,,,
2017,5,2,13,0,30.8,0.13,70,20.9,23,523,96,80,604,63.2,0,997.4,203,1.8,30
,,,,,,,,,,,,,,,,,,,
2017,5,2,14,0,29.3,0.13,75,17.6,23,403,125,87,492,68.9,0,996.9,199,1.8,44
,,,,,,,,,,,,,,,,,,,
2017,5,2,15,0,28.1,0.13,76,65.3,23.1,141,4,2,143,74.4,0,996.9,194,1.8,58
,,,,,,,,,,,,,,,,,,,
2017,5,2,16,0,27.2,0.13,76,77.5,23.4,33,0,0,33,79.7,0,997.5,189,1.8,73
,,,,,,,,,,,,,,,,,,,
2017,5,2,17,0,26.3,0.13,75,29.7,23.6,15,0,0,15,85.4,0,998.1,183,1.8,87
,,,,,,,,,,,,,,,,,,,
2017,5,2,18,0,25.7,0.13,73,44.5,23.7,0,0,0,0,89.1,0,998.6,186,1.6,102
,,,,,,,,,,,,,,,,,,,
2017,5,2,19,0,25.3,0.13,70,51.5,23.7,0,0,0,0,90.5,0,999,200,1.5,116
,,,,,,,,,,,,,,,,,,,
2017,5,2,20,0,25,0.13,64,52,23.6,0,0,0,0,91.9,0,999.4,216,1.4,130
,,,,,,,,,,,,,,,,,,,
2017,5,2,21,0,24.9,0.13,54,50,23.6,0,0,0,0,92.7,0,999.4,226,1.5,142
,,,,,,,,,,,,,,,,,,,
2017,5,2,22,0,24.8,0.13,35,52,23.6,0,0,0,0,93,0,999,228,1.5,153
,,,,,,,,,,,,,,,,,,,
2017,5,2,23,0,24.8,0.13,3,51.1,23.7,0,0,0,0,93.3,0,998.6,230,1.6,158
,,,,,,,,,,,,,,,,,,,
2017,5,3,0,0,24.7,0.13,-32,52.8,23.6,0,0,0,0,93.9,0,998.3,233,1.6,154
,,,,,,,,,,,,,,,,,,,
2017,5,3,1,0,24.4,0.13,-52,25,23.5,0,0,0,0,94.8,0,998.1,237,1.8,144
,,,,,,,,,,,,,,,,,,,
2017,5,3,2,0,24.1,0.13,-63,0,23.4,0,0,0,0,95.7,0,997.8,241,1.9,131
,,,,,,,,,,,,,,,,,,,
2017,5,3,3,0,23.9,0.13,-69,0,23.3,0,0,0,0,96.3,0,997.8,244,1.9,118
,,,,,,,,,,,,,,,,,,,
2017,5,3,4,0,23.9,0.13,-73,27.4,23.4,0,0,0,0,96.5,0,998.1,247,1.8,104
,,,,,,,,,,,,,,,,,,,
2017,5,3,5,0,24,0.13,-75,33.1,23.4,12,17,1,14,96.6,0,998.4,250,1.7,89
,,,,,,,,,,,,,,,,,,,
2017,5,3,6,0,24.8,0.13,-76,5.9,23.4,100,181,54,155,91.8,0,998.7,248,1.7,75
,,,,,,,,,,,,,,,,,,,
2017,5,3,7,0,26.4,0.13,-76,8.3,23.3,196,331,155,351,82.9,0,999,242,1.9,60
,,,,,,,,,,,,,,,,,,,
2017,5,3,8,0,28.1,0.13,-75,10.9,23.2,209,478,343,552,74.9,0,999.2,237,2.1,46
,,,,,,,,,,,,,,,,,,,
2017,5,3,9,0,29.2,0.13,-71,0,23.4,215,666,566,782,71.1,0,999.3,232,1.9,32
,,,,,,,,,,,,,,,,,,,
2017,5,3,10,0,29.7,0.13,-58,3.2,23.9,283,613,580,863,70.8,0,999.1,222,1.1,18
,,,,,,,,,,,,,,,,,,,
2017,5,3,11,0,30.2,0.13,-5,25.7,24.3,584,109,107,691,70.6,0,998.9,185,0.6,10
,,,,,,,,,,,,,,,,,,,
2017,5,3,12,0,29.7,0.13,54,26.1,24.4,565,102,99,664,73.4,0,998.5,152,0.5,17
,,,,,,,,,,,,,,,,,,,
2017,5,3,13,0,28,0.13,70,27.1,24.2,530,57,49,578,79.9,0,997.8,165,0.6,30
,,,,,,,,,,,,,,,,,,,
2017,5,3,14,0,26.4,0.13,74,26.2,24.1,417,69,49,466,87,0,997,174,0.7,44
,,,,,,,,,,,,,,,,,,,
2017,5,3,15,0,25.5,0.13,76,15.4,24.1,257,188,102,359,92,0,996.9,180,0.8,58
,,,,,,,,,,,,,,,,,,,
2017,5,3,16,0,25.2,0.13,76,35.7,24.3,125,0,0,125,94.4,0,997.5,183,0.8,73
,,,,,,,,,,,,,,,,,,,
2017,5,3,17,0,24.9,0.13,75,7.8,24.4,21,0,0,22,96.9,0,998,186,0.9,87
,,,,,,,,,,,,,,,,,,,
2017,5,3,18,0,24.7,0.13,73,0,24.5,0,0,0,0,98.4,0,998.7,185,1.1,102
,,,,,,,,,,,,,,,,,,,
2017,5,3,19,0,24.6,0.13,69,0,24.4,0,0,0,0,98.7,0,999.4,183,1.4,116
,,,,,,,,,,,,,,,,,,,
2017,5,3,20,0,24.5,0.13,64,0,24.4,0,0,0,0,99,0,1000.2,181,1.7,129
,,,,,,,,,,,,,,,,,,,
2017,5,3,21,0,24.5,0.13,54,0,24.3,0,0,0,0,98.8,0,1000.1,192,1.8,142
,,,,,,,,,,,,,,,,,,,
2017,5,3,22,0,24.4,0.13,35,0,24.1,0,0,0,0,98.1,0,999.1,215,1.9,153
,,,,,,,,,,,,,,,,,,,
2017,5,3,23,0,24.4,0.13,2,0,24,0,0,0,0,97.4,0,998.2,233,2.3,158
,,,,,,,,,,,,,,,,,,,
2017,5,4,0,0,24.3,0.13,-32,0,23.8,0,0,0,0,97.2,0,997.8,245,2.2,154
,,,,,,,,,,,,,,,,,,,
2017,5,4,1,0,24,0.13,-52,27.7,23.6,0,0,0,0,97.6,0,998,263,1.6,144
,,,,,,,,,,,,,,,,,,,
2017,5,4,2,0,23.7,0.13,-63,52,23.4,0,0,0,0,98,0,998.2,294,1.3,131
,,,,,,,,,,,,,,,,,,,
2017,5,4,3,0,23.6,0.13,-69,51.4,23.3,0,0,0,0,98.3,0,998.5,312,1.4,118
,,,,,,,,,,,,,,,,,,,
2017,5,4,4,0,23.6,0.13,-72,67.1,23.3,0,0,0,0,98.4,0,999.1,312,1.6,103
,,,,,,,,,,,,,,,,,,,
2017,5,4,5,0,23.6,0.13,-74,67,23.4,6,0,0,6,98.5,0,999.6,311,1.8,89
,,,,,,,,,,,,,,,,,,,
2017,5,4,6,0,23.8,0.13,-76,64.9,23.5,63,0,0,63,98,0,1000.1,311,1.8,75
,,,,,,,,,,,,,,,,,,,
2017,5,4,7,0,24.3,0.13,-76,30.3,23.8,241,86,50,292,96.8,0,1000.5,310,1.7,60
,,,,,,,,,,,,,,,,,,,
2017,5,4,8,0,24.8,0.13,-74,2.7,24.1,204,573,398,604,95.6,0,1000.9,310,1.6,46
