PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,Time,WindDirection10m,WindSpeed10m,Zenith
2015-01-01T01:00:00Z,2015-01-01T00:00:00Z,PT60M,23.2,0.13,-147,0.0,19.4,0,0,0,0,0,0,32.6,79.3,0.0,999.2,2015-01-01T01:00:00Z,250,1.6,159
2015-01-01T02:00:00Z,2015-01-01T01:00:00Z,PT60M,22.5,0.13,-126,0.0,19.4,0,0,0,0,0,0,32.5,82.6,0.0,998.9,2015-01-01T02:00:00Z,256,1.5,149
2015-01-01T03:00:00Z,2015-01-01T02:00:00Z,PT60M,21.8,0.13,-117,0.0,19.4,0,0,0,0,0,0,32.3,85.9,0.0,998.7,2015-01-01T03:00:00Z,264,1.3,136
2015-01-01T04:00:00Z,2015-01-01T03:00:00Z,PT60M,21.3,0.13,-113,0.0,19.4,0,0,0,0,0,0,32.0,88.7,0.0,998.8,2015-01-01T04:00:00Z,269,1.3,122
2015-01-01T05:00:00Z,2015-01-01T04:00:00Z,PT60M,21.0,0.13,-112,0.0,19.4,0,0,0,0,0,0,31.7,90.6,0.0,999.2,2015-01-01T05:00:00Z,272,1.3,109
2015-01-01T06:00:00Z,2015-01-01T05:00:00Z,PT60M,20.6,0.13,-113,0.0,19.4,1,0,0,1,1,1,31.3,92.6,0.0,999.6,2015-01-01T06:00:00Z,275,1.3,95
2015-01-01T07:00:00Z,2015-01-01T06:00:00Z,PT60M,21.5,0.13,-115,0.0,19.5,63,87,18,81,86,107,31.0,88.3,0.0,1000.2,2015-01-01T07:00:00Z,275,1.3,81
2015-01-01T08:00:00Z,2015-01-01T07:00:00Z,PT60M,23.6,0.13,-118,0.0,19.7,158,315,123,281,300,479,30.8,78.7,0.0,1000.8,2015-01-01T08:00:00Z,270,1.1,68
2015-01-01T09:00:00Z,2015-01-01T08:00:00Z,PT60M,25.7,0.13,-124,0.0,19.9,225,481,277,503,532,695,30.5,70.2,0.0,1001.3,2015-01-01T09:00:00Z,265,1.1,55
2015-01-01T10:00:00Z,2015-01-01T09:00:00Z,PT60M,27.7,0.13,-134,0.0,19.5,269,574,417,686,721,797,30.5,61.0,0.0,1001.4,2015-01-01T10:00:00Z,259,0.9,43
2015-01-01T11:00:00Z,2015-01-01T10:00:00Z,PT60M,29.5,0.13,-151,0.0,18.5,295,622,514,809,847,846,30.7,51.5,0.0,1000.8,2015-01-01T11:00:00Z,251,0.7,34
2015-01-01T12:00:00Z,2015-01-01T11:00:00Z,PT60M,31.3,0.13,-175,0.0,17.4,311,628,544,855,895,859,30.9,43.6,0.0,1000.3,2015-01-01T12:00:00Z,235,0.5,30
2015-01-01T13:00:00Z,2015-01-01T12:00:00Z,PT60M,32.1,0.13,158,0.0,16.7,345,548,464,808,843,827,31.0,39.7,0.0,999.6,2015-01-01T13:00:00Z,204,0.4,32
2015-01-01T14:00:00Z,2015-01-01T13:00:00Z,PT60M,32.1,0.13,139,0.2,16.3,325,496,380,705,737,777,31.1,38.8,0.0,998.8,2015-01-01T14:00:00Z,178,0.5,40
2015-01-01T15:00:00Z,2015-01-01T14:00:00Z,PT60M,31.9,0.13,127,2.0,15.9,294,384,240,534,558,666,31.2,38.0,0.0,997.9,2015-01-01T15:00:00Z,163,0.7,51
2015-01-01T16:00:00Z,2015-01-01T15:00:00Z,PT60M,31.1,0.13,120,0.0,16.2,196,323,147,342,362,528,31.4,40.9,0.0,997.7,2015-01-01T16:00:00Z,164,1.0,63
2015-01-01T17:00:00Z,2015-01-01T16:00:00Z,PT60M,29.4,0.13,116,0.0,17.4,98,138,36,134,143,203,31.6,48.4,0.0,998.2,2015-01-01T17:00:00Z,170,1.4,77
2015-01-01T18:00:00Z,2015-01-01T17:00:00Z,PT60M,27.7,0.13,113,0.0,18.5,11,6,1,12,12,11,31.8,57.4,0.0,998.7,2015-01-01T18:00:00Z,173,1.8,90
2015-01-01T19:00:00Z,2015-01-01T18:00:00Z,PT60M,26.4,0.13,112,0.0,19.3,0,0,0,0,0,0,31.8,65.0,0.0,999.3,2015-01-01T19:00:00Z,176,2.0,104
2015-01-01T20:00:00Z,2015-01-01T19:00:00Z,PT60M,25.5,0.13,113,0.0,19.8,0,0,0,0,0,0,31.7,70.5,0.0,1000.0,2015-01-01T20:00:00Z,180,1.9,118
2015-01-01T21:00:00Z,2015-01-01T20:00:00Z,PT60M,24.6,0.13,115,0.0,20.2,0,0,0,0,0,0,31.6,76.5,0.0,1000.7,2015-01-01T21:00:00Z,184,1.8,131
2015-01-01T22:00:00Z,2015-01-01T21:00:00Z,PT60M,24.0,0.13,122,0.0,20.6,0,0,0,0,0,0,31.5,81.5,0.0,1000.9,2015-01-01T22:00:00Z,191,1.8,145
2015-01-01T23:00:00Z,2015-01-01T22:00:00Z,PT60M,23.6,0.13,137,0.0,21.0,0,0,0,0,0,0,31.3,85.2,0.0,1000.7,2015-01-01T23:00:00Z,202,1.8,156
2015-01-02T00:00:00Z,2015-01-01T23:00:00Z,PT60M,23.3,0.13,173,0.0,21.4,0,0,0,0,0,0,31.2,89.0,0.0,1000.4,2015-01-02T00:00:00Z,212,1.8,163
2015-01-02T01:00:00Z,2015-01-02T00:00:00Z,PT60M,22.9,0.13,-147,0.0,21.6,0,0,0,0,0,0,31.0,92.2,0.0,1000.1,2015-01-02T01:00:00Z,219,1.8,159
2015-01-02T02:00:00Z,2015-01-02T01:00:00Z,PT60M,22.6,0.13,-126,0.0,21.7,0,0,0,0,0,0,30.7,94.8,0.0,999.8,2015-01-02T02:00:00Z,226,1.6,149
2015-01-02T03:00:00Z,2015-01-02T02:00:00Z,PT60M,22.2,0.13,-117,0.0,21.8,0,0,0,0,0,0,30.4,97.4,0.0,999.6,2015-01-02T03:00:00Z,235,1.4,136
2015-01-02T04:00:00Z,2015-01-02T03:00:00Z,PT60M,21.9,0.13,-113,0.0,21.7,0,0,0,0,0,0,30.2,98.9,0.0,999.7,2015-01-02T04:00:00Z,243,1.3,122
2015-01-02T05:00:00Z,2015-01-02T04:00:00Z,PT60M,21.6,0.13,-112,0.0,21.5,0,0,0,0,0,0,30.0,99.2,0.0,1000.1,2015-01-02T05:00:00Z,251,1.3,109
2015-01-02T06:00:00Z,2015-01-02T05:00:00Z,PT60M,21.4,0.13,-113,0.0,21.3,1,1,0,1,1,1,29.8,99.5,0.0,1000.6,2015-01-02T06:00:00Z,259,1.2,95
2015-01-02T07:00:00Z,2015-01-02T06:00:00Z,PT60M,22.1,0.13,-115,0.0,21.3,62,104,21,83,89,113,29.7,95.5,0.0,1001.1,2015-01-02T07:00:00Z,265,1.1,81
2015-01-02T08:00:00Z,2015-01-02T07:00:00Z,PT60M,23.8,0.13,-118,0.0,21.6,152,347,135,287,308,505,29.7,87.9,0.0,1001.6,2015-01-02T08:00:00Z,272,0.8,68
2015-01-02T09:00:00Z,2015-01-02T08:00:00Z,PT60M,25.5,0.13,-124,0.0,22.0,211,526,303,514,545,721,29.8,81.0,0.0,1002.2,2015-01-02T09:00:00Z,285,0.6,55
2015-01-02T10:00:00Z,2015-01-02T09:00:00Z,PT60M,27.2,0.13,-134,0.0,21.7,228,664,482,710,750,835,30.1,71.9,0.0,1002.2,2015-01-02T10:00:00Z,321,0.4,43
2015-01-02T11:00:00Z,2015-01-02T10:00:00Z,PT60M,28.8,0.13,-151,1.5,20.7,260,686,565,826,867,867,30.7,61.5,0.0,1001.6,2015-01-02T11:00:00Z,11,0.5,34
2015-01-02T12:00:00Z,2015-01-02T11:00:00Z,PT60M,30.5,0.13,-175,8.5,19.7,378,502,435,814,846,816,31.4,52.7,0.0,1001.0,2015-01-02T12:00:00Z,34,0.7,30
2015-01-02T13:00:00Z,2015-01-02T12:00:00Z,PT60M,31.1,0.13,158,0.6,19.3,279,666,564,843,884,864,31.5,49.3,0.0,1000.3,2015-01-02T13:00:00Z,45,0.9,32
2015-01-02T14:00:00Z,2015-01-02T13:00:00Z,PT60M,30.8,0.13,139,0.0,19.3,253,646,495,748,788,837,31.3,50.4,0.0,999.7,2015-01-02T14:00:00Z,58,0.8,40
2015-01-02T15:00:00Z,2015-01-02T14:00:00Z,PT60M,30.4,0.13,127,0.0,19.3,220,577,365,585,620,768,31.0,51.5,0.0,999.0,2015-01-02T15:00:00Z,71,0.8,51
2015-01-02T16:00:00Z,2015-01-02T15:00:00Z,PT60M,29.6,0.13,120,1.0,19.7,175,424,195,370,395,605,30.7,55.5,0.0,998.9,2015-01-02T16:00:00Z,104,0.7,63
2015-01-02T17:00:00Z,2015-01-02T16:00:00Z,PT60M,28.2,0.13,116,0.1,20.5,94,210,55,149,161,251,30.3,63.2,0.0,999.4,2015-01-02T17:00:00Z,155,0.9,77
2015-01-02T18:00:00Z,2015-01-02T17:00:00Z,PT60M,26.9,0.13,113,0.0,21.4,11,13,1,13,13,12,29.9,71.9,0.0,999.8,2015-01-02T18:00:00Z,175,1.5,90
2015-01-02T19:00:00Z,2015-01-02T18:00:00Z,PT60M,25.8,0.13,112,0.0,21.8,0,0,0,0,0,0,29.6,78.9,0.0,1000.4,2015-01-02T19:00:00Z,183,1.9,104
2015-01-02T20:00:00Z,2015-01-02T19:00:00Z,PT60M,24.9,0.13,113,0.0,22.0,0,0,0,0,0,0,29.4,83.5,0.0,1001.2,2015-01-02T20:00:00Z,189,1.9,118
2015-01-02T21:00:00Z,2015-01-02T20:00:00Z,PT60M,24.1,0.13,115,0.0,22.1,0,0,0,0,0,0,29.1,88.5,0.0,1001.9,2015-01-02T21:00:00Z,195,1.9,131
2015-01-02T22:00:00Z,2015-01-02T21:00:00Z,PT60M,23.7,0.13,122,0.0,22.3,0,0,0,0,0,0,29.2,92.2,0.0,1002.2,2015-01-02T22:00:00Z,203,1.9,144
2015-01-02T23:00:00Z,2015-01-02T22:00:00Z,PT60M,23.7,0.13,137,0.0,22.7,0,0,0,0,0,0,29.6,94.6,0.0,1002.1,2015-01-02T23:00:00Z,214,1.9,156
2015-01-03T00:00:00Z,2015-01-02T23:00:00Z,PT60M,23.6,0.13,172,0.0,23.1,0,0,0,0,0,0,30.0,97.0,0.0,1002.1,2015-01-03T00:00:00Z,226,1.9,163
2015-01-03T01:00:00Z,2015-01-03T00:00:00Z,PT60M,23.4,0.13,-147,0.0,23.1,0,0,0,0,0,0,30.3,98.4,0.0,1001.9,2015-01-03T01:00:00Z,233,1.9,159
2015-01-03T02:00:00Z,2015-01-03T01:00:00Z,PT60M,22.9,0.13,-126,0.0,22.7,0,0,0,0,0,0,30.4,98.7,0.0,1001.7,2015-01-03T02:00:00Z,236,1.7,149
2015-01-03T03:00:00Z,2015-01-03T02:00:00Z,PT60M,22.4,0.13,-117,0.0,22.2,0,0,0,0,0,0,30.4,99.1,0.0,1001.6,2015-01-03T03:00:00Z,240,1.6,136
2015-01-03T04:00:00Z,2015-01-03T03:00:00Z,PT60M,22.2,0.13,-113,0.0,22.0,0,0,0,0,0,0,30.4,99.2,0.0,1001.6,2015-01-03T04:00:00Z,245,1.4,123
2015-01-03T05:00:00Z,2015-01-03T04:00:00Z,PT60M,22.3,0.13,-112,0.0,22.1,0,0,0,0,0,0,30.2,99.0,0.0,1002.0,2015-01-03T05:00:00Z,254,1.1,109
2015-01-03T06:00:00Z,2015-01-03T05:00:00Z,PT60M,22.4,0.13,-113,0.0,22.2,1,0,0,1,1,1,30.1,98.7,0.0,1002.4,2015-01-03T06:00:00Z,269,0.8,95
2015-01-03T07:00:00Z,2015-01-03T06:00:00Z,PT60M,22.9,0.13,-115,0.0,22.2,62,64,13,75,79,95,30.1,95.3,0.0,1002.8,2015-01-03T07:00:00Z,298,0.5,81
2015-01-03T08:00:00Z,2015-01-03T07:00:00Z,PT60M,24.0,0.13,-118,0.0,22.1,169,229,89,258,272,405,30.3,89.2,0.0,1003.3,2015-01-03T08:00:00Z,353,0.5,68
2015-01-03T09:00:00Z,2015-01-03T08:00:00Z,PT60M,25.0,0.13,-124,0.0,22.0,273,306,175,448,467,578,30.5,83.4,0.0,1003.8,2015-01-03T09:00:00Z,26,0.8,55
2015-01-03T10:00:00Z,2015-01-03T09:00:00Z,PT60M,26.5,0.13,-134,0.0,21.1,375,284,205,581,599,642,30.6,72.0,0.0,1003.7,2015-01-03T10:00:00Z,42,1.2,44
2015-01-03T11:00:00Z,2015-01-03T10:00:00Z,PT60M,28.6,0.13,-150,0.0,19.4,457,236,194,651,666,667,30.8,57.5,0.0,1003.0,2015-01-03T11:00:00Z,54,1.6,34
2015-01-03T12:00:00Z,2015-01-03T11:00:00Z,PT60M,30.7,0.13,-175,0.0,17.7,492,221,192,684,698,685,30.9,46.0,0.0,1002.3,2015-01-03T12:00:00Z,62,2.0,30
2015-01-03T13:00:00Z,2015-01-03T12:00:00Z,PT60M,31.8,0.13,159,0.0,16.1,482,214,181,663,677,671,30.5,39.0,0.0,1001.6,2015-01-03T13:00:00Z,64,2.2,32
2015-01-03T14:00:00Z,2015-01-03T13:00:00Z,PT60M,32.0,0.13,139,1.5,14.6,442,158,122,565,575,588,29.5,34.9,0.0,1000.9,2015-01-03T14:00:00Z,63,2.2,40
2015-01-03T15:00:00Z,2015-01-03T14:00:00Z,PT60M,32.3,0.13,127,2.5,13.2,356,103,66,422,428,457,28.6,31.4,0.0,1000.1,2015-01-03T15:00:00Z,63,2.2,51
2015-01-03T16:00:00Z,2015-01-03T15:00:00Z,PT60M,31.4,0.13,120,2.8,12.8,232,30,15,247,248,263,27.4,32.1,0.0,999.9,2015-01-03T16:00:00Z,66,2.3,63
2015-01-03T17:00:00Z,2015-01-03T16:00:00Z,PT60M,29.5,0.13,116,2.1,13.5,92,0,0,92,92,92,25.9,37.4,0.0,1000.1,2015-01-03T17:00:00Z,72,2.3,76
2015-01-03T18:00:00Z,2015-01-03T17:00:00Z,PT60M,27.7,0.13,113,0.0,14.2,9,0,0,9,9,9,24.5,43.7,0.0,1000.4,2015-01-03T18:00:00Z,78,2.4,90
2015-01-03T19:00:00Z,2015-01-03T18:00:00Z,PT60M,26.2,0.13,112,0.0,14.3,0,0,0,0,0,0,23.2,47.9,0.0,1000.8,2015-01-03T19:00:00Z,78,2.3,104
2015-01-03T20:00:00Z,2015-01-03T19:00:00Z,PT60M,25.1,0.13,113,0.0,13.7,0,0,0,0,0,0,22.2,49.3,0.0,1001.4,2015-01-03T20:00:00Z,74,2.2,118
2015-01-03T21:00:00Z,2015-01-03T20:00:00Z,PT60M,24.0,0.13,115,0.0,13.1,0,0,0,0,0,0,21.2,50.6,0.0,1001.9,2015-01-03T21:00:00Z,69,2.0,131
2015-01-03T22:00:00Z,2015-01-03T21:00:00Z,PT60M,23.1,0.13,121,0.0,12.7,0,0,0,0,0,0,20.6,51.9,0.0,1002.2,2015-01-03T22:00:00Z,58,1.8,144
2015-01-03T23:00:00Z,2015-01-03T22:00:00Z,PT60M,22.4,0.13,137,0.0,12.4,0,0,0,0,0,0,20.4,53.0,0.0,1002.3,2015-01-03T23:00:00Z,40,1.6,156
2015-01-04T00:00:00Z,2015-01-03T23:00:00Z,PT60M,21.8,0.13,172,0.0,12.1,0,0,0,0,0,0,20.2,54.2,0.0,1002.3,2015-01-04T00:00:00Z,19,1.6,163
2015-01-04T01:00:00Z,2015-01-04T00:00:00Z,PT60M,21.1,0.13,-147,0.0,11.8,0,0,0,0,0,0,20.0,55.1,0.0,1002.2,2015-01-04T01:00:00Z,13,1.7,159
2015-01-04T02:00:00Z,2015-01-04T01:00:00Z,PT60M,20.5,0.13,-126,0.0,11.3,0,0,0,0,0,0,19.9,55.7,0.0,1001.9,2015-01-04T02:00:00Z,20,1.9,149
2015-01-04T03:00:00Z,2015-01-04T02:00:00Z,PT60M,19.9,0.13,-117,0.0,10.9,0,0,0,0,0,0,19.7,56.3,0.0,1001.6,2015-01-04T03:00:00Z,26,2.0,136
2015-01-04T04:00:00Z,2015-01-04T03:00:00Z,PT60M,19.6,0.13,-113,0.0,9.9,0,0,0,0,0,0,19.7,53.7,0.0,1001.7,2015-01-04T04:00:00Z,32,2.1,123
2015-01-04T05:00:00Z,2015-01-04T04:00:00Z,PT60M,19.6,0.13,-112,0.0,8.4,0,0,0,0,0,0,19.6,48.3,0.0,1002.2,2015-01-04T05:00:00Z,37,2.3,109
2015-01-04T06:00:00Z,2015-01-04T05:00:00Z,PT60M,19.6,0.13,-113,0.0,6.8,1,0,0,1,1,1,19.6,43.5,0.0,1002.7,2015-01-04T06:00:00Z,41,2.4,95
2015-01-04T07:00:00Z,2015-01-04T06:00:00Z,PT60M,20.4,0.13,-114,8.8,6.4,47,0,0,47,47,47,19.8,40.0,0.0,1003.2,2015-01-04T07:00:00Z,44,2.6,81
2015-01-04T08:00:00Z,2015-01-04T07:00:00Z,PT60M,22.1,0.13,-118,15.2,7.1,161,12,5,167,167,174,20.2,37.8,0.0,1003.8,2015-01-04T08:00:00Z,46,2.8,68
2015-01-04T09:00:00Z,2015-01-04T08:00:00Z,PT60M,23.8,0.13,-124,0.0,7.7,297,163,96,393,403,460,20.6,35.7,0.0,1004.4,2015-01-04T09:00:00Z,47,3.0,55
2015-01-04T10:00:00Z,2015-01-04T09:00:00Z,PT60M,25.7,0.13,-134,0.0,7.7,331,419,306,637,664,721,21.0,31.9,0.0,1004.2,2015-01-04T10:00:00Z,48,3.2,44
2015-01-04T11:00:00Z,2015-01-04T10:00:00Z,PT60M,27.8,0.13,-150,0.0,7.1,344,530,438,782,816,815,21.4,27.0,0.0,1003.4,2015-01-04T11:00:00Z,49,3.3,34
2015-01-04T12:00:00Z,2015-01-04T11:00:00Z,PT60M,29.9,0.13,-175,0.0,6.4,367,529,460,827,860,830,21.8,22.9,0.0,1002.6,2015-01-04T12:00:00Z,50,3.4,30
2015-01-04T13:00:00Z,2015-01-04T12:00:00Z,PT60M,30.9,0.13,159,0.0,6.0,439,343,292,730,753,741,22.1,20.9,0.0,1001.7,2015-01-04T13:00:00Z,51,3.4,32
2015-01-04T14:00:00Z,2015-01-04T13:00:00Z,PT60M,31.0,0.13,139,0.0,5.8,404,295,227,631,651,675,22.3,20.5,0.0,1000.8,2015-01-04T14:00:00Z,51,3.2,40
2015-01-04T15:00:00Z,2015-01-04T14:00:00Z,PT60M,31.1,0.13,127,0.0,5.5,328,245,156,484,500,568,22.5,20.1,0.0,999.9,2015-01-04T15:00:00Z,51,3.0,51
2015-01-04T16:00:00Z,2015-01-04T15:00:00Z,PT60M,30.2,0.13,120,0.0,6.2,224,156,72,296,306,387,22.5,22.1,0.0,999.6,2015-01-04T16:00:00Z,51,2.8,63
2015-01-04T17:00:00Z,2015-01-04T16:00:00Z,PT60M,28.3,0.13,116,0.0,7.6,103,44,12,116,118,141,22.4,27.1,0.0,999.9,2015-01-04T17:00:00Z,51,2.7,76
2015-01-04T18:00:00Z,2015-01-04T17:00:00Z,PT60M,26.5,0.13,113,0.0,9.0,11,1,0,11,11,11,22.2,33.2,0.0,1000.2,2015-01-04T18:00:00Z,51,2.6,90
2015-01-04T19:00:00Z,2015-01-04T18:00:00Z,PT60M,24.9,0.13,112,0.0,9.5,0,0,0,0,0,0,22.0,37.8,0.0,1000.6,2015-01-04T19:00:00Z,46,2.5,104
2015-01-04T20:00:00Z,2015-01-04T19:00:00Z,PT60M,23.6,0.13,113,0.0,9.2,0,0,0,0,0,0,21.7,40.0,0.0,1001.2,2015-01-04T20:00:00Z,35,2.3,117
2015-01-04T21:00:00Z,2015-01-04T20:00:00Z,PT60M,22.2,0.13,115,0.0,8.9,0,0,0,0,0,0,21.5,42.4,0.0,1001.7,2015-01-04T21:00:00Z,24,2.3,131
2015-01-04T22:00:00Z,2015-01-04T21:00:00Z,PT60M,21.2,0.13,121,0.0,8.6,0,0,0,0,0,0,21.2,44.4,0.0,1001.9,2015-01-04T22:00:00Z,15,2.3,144
2015-01-04T23:00:00Z,2015-01-04T22:00:00Z,PT60M,20.4,0.13,137,0.0,8.4,0,0,0,0,0,0,21.1,46.2,0.0,1001.9,2015-01-04T23:00:00Z,9,2.2,156
2015-01-05T00:00:00Z,2015-01-04T23:00:00Z,PT60M,19.6,0.13,171,0.0,8.3,0,0,0,0,0,0,20.9,48.0,0.0,1001.8,2015-01-05T00:00:00Z,2,2.2,163
2015-01-05T01:00:00Z,2015-01-05T00:00:00Z,PT60M,19.0,0.14,-147,0.0,8.1,0,0,0,0,0,0,20.7,49.2,0.0,1001.7,2015-01-05T01:00:00Z,1,2.2,160
2015-01-05T02:00:00Z,2015-01-05T01:00:00Z,PT60M,18.5,0.14,-126,0.0,7.9,0,0,0,0,0,0,20.5,49.9,0.0,1001.5,2015-01-05T02:00:00Z,3,2.1,149
2015-01-05T03:00:00Z,2015-01-05T02:00:00Z,PT60M,18.1,0.14,-117,0.0,7.7,0,0,0,0,0,0,20.3,50.6,0.0,1001.3,2015-01-05T03:00:00Z,7,2.0,136
2015-01-05T04:00:00Z,2015-01-05T03:00:00Z,PT60M,17.8,0.14,-113,0.0,7.1,0,0,0,0,0,0,20.1,49.7,0.0,1001.3,2015-01-05T04:00:00Z,12,2.0,123
2015-01-05T05:00:00Z,2015-01-05T04:00:00Z,PT60M,17.7,0.14,-112,0.0,6.2,0,0,0,0,0,0,19.8,47.1,0.0,1001.7,2015-01-05T05:00:00Z,20,2.1,109
2015-01-05T06:00:00Z,2015-01-05T05:00:00Z,PT60M,17.5,0.14,-112,0.0,5.4,1,0,0,1,1,1,19.6,44.7,0.0,1002.1,2015-01-05T06:00:00Z,27,2.3,95
2015-01-05T07:00:00Z,2015-01-05T06:00:00Z,PT60M,18.5,0.14,-114,7.7,5.5,46,0,0,46,45,46,19.5,42.4,0.0,1002.5,2015-01-05T07:00:00Z,34,2.4,81
2015-01-05T08:00:00Z,2015-01-05T07:00:00Z,PT60M,20.7,0.14,-118,20.8,6.7,144,0,0,144,144,144,19.4,40.2,0.0,1003.1,2015-01-05T08:00:00Z,40,2.5,68
2015-01-05T09:00:00Z,2015-01-05T08:00:00Z,PT60M,22.8,0.14,-124,17.8,7.8,298,0,0,298,298,298,19.3,38.2,0.0,1003.6,2015-01-05T09:00:00Z,47,2.7,55
2015-01-05T10:00:00Z,2015-01-05T09:00:00Z,PT60M,24.9,0.14,-134,11.8,8.2,468,0,0,469,468,469,19.4,34.6,0.0,1003.5,2015-01-05T10:00:00Z,51,2.7,44
2015-01-05T11:00:00Z,2015-01-05T10:00:00Z,PT60M,26.9,0.14,-150,1.6,7.8,523,147,123,645,655,654,19.6,29.8,0.0,1002.7,2015-01-05T11:00:00Z,54,2.7,34
2015-01-05T12:00:00Z,2015-01-05T11:00:00Z,PT60M,28.9,0.14,-175,0.0,7.4,533,199,173,706,719,707,19.7,25.8,0.0,1001.9,2015-01-05T12:00:00Z,57,2.7,30
2015-01-05T13:00:00Z,2015-01-05T12:00:00Z,PT60M,30.1,0.14,159,0.0,6.9,518,193,165,682,695,689,19.9,23.3,0.0,1001.1,2015-01-05T13:00:00Z,58,2.5,32
2015-01-05T14:00:00Z,2015-01-05T13:00:00Z,PT60M,30.4,0.14,139,3.1,6.3,485,108,85,571,577,584,20.1,22.0,0.0,1000.3,2015-01-05T14:00:00Z,58,2.2,40
2015-01-05T15:00:00Z,2015-01-05T14:00:00Z,PT60M,30.7,0.14,127,13.7,5.8,372,0,0,372,371,372,20.2,20.8,0.0,999.5,2015-01-05T15:00:00Z,57,1.9,50
2015-01-05T16:00:00Z,2015-01-05T15:00:00Z,PT60M,29.7,0.14,120,16.5,7.0,208,0,0,208,207,208,20.3,24.0,0.0,999.3,2015-01-05T16:00:00Z,53,1.7,63
2015-01-05T17:00:00Z,2015-01-05T16:00:00Z,PT60M,27.4,0.14,115,13.4,9.9,79,0,0,79,79,79,20.2,33.4,0.0,999.6,2015-01-05T17:00:00Z,46,1.6,76
2015-01-05T18:00:00Z,2015-01-05T17:00:00Z,PT60M,25.1,0.14,113,0.8,12.8,10,0,0,10,10,10,20.1,46.4,0.0,999.8,2015-01-05T18:00:00Z,38,1.5,90
2015-01-05T19:00:00Z,2015-01-05T18:00:00Z,PT60M,23.5,0.14,112,0.0,14.1,0,0,0,0,0,0,19.9,55.6,0.0,1000.2,2015-01-05T19:00:00Z,28,1.4,104
2015-01-05T20:00:00Z,2015-01-05T19:00:00Z,PT60M,22.4,0.14,112,0.0,13.6,0,0,0,0,0,0,19.6,57.7,0.0,1000.8,2015-01-05T20:00:00Z,16,1.4,117
2015-01-05T21:00:00Z,2015-01-05T20:00:00Z,PT60M,21.3,0.14,115,0.0,13.1,0,0,0,0,0,0,19.3,59.8,0.0,1001.3,2015-01-05T21:00:00Z,5,1.5,131
2015-01-05T22:00:00Z,2015-01-05T21:00:00Z,PT60M,20.5,0.14,121,0.0,13.0,0,0,0,0,0,0,19.0,62.1,0.0,1001.5,2015-01-05T22:00:00Z,355,1.6,144
2015-01-05T23:00:00Z,2015-01-05T22:00:00Z,PT60M,19.9,0.14,136,0.0,13.1,0,0,0,0,0,0,18.6,64.7,0.0,1001.3,2015-01-05T23:00:00Z,347,1.7,156
2015-01-06T00:00:00Z,2015-01-05T23:00:00Z,PT60M,19.3,0.14,171,0.0,13.1,0,0,0,0,0,0,18.2,67.4,0.0,1001.1,2015-01-06T00:00:00Z,340,1.9,163
2015-01-06T01:00:00Z,2015-01-06T00:00:00Z,PT60M,18.6,0.14,-147,0.0,12.9,0,0,0,0,0,0,18.0,69.1,0.0,1000.9,2015-01-06T01:00:00Z,337,1.9,160
2015-01-06T02:00:00Z,2015-01-06T01:00:00Z,PT60M,17.8,0.14,-125,0.0,12.2,0,0,0,0,0,0,17.9,69.6,0.0,1000.5,2015-01-06T02:00:00Z,338,1.9,149
2015-01-06T03:00:00Z,2015-01-06T02:00:00Z,PT60M,17.0,0.14,-117,0.0,11.6,0,0,0,0,0,0,17.8,70.2,0.0,1000.1,2015-01-06T03:00:00Z,338,1.9,136
2015-01-06T04:00:00Z,2015-01-06T03:00:00Z,PT60M,16.4,0.14,-113,0.0,11.0,0,0,0,0,0,0,17.7,70.4,0.0,1000.1,2015-01-06T04:00:00Z,343,1.9,123
2015-01-06T05:00:00Z,2015-01-06T04:00:00Z,PT60M,16.0,0.14,-112,0.0,10.6,0,0,0,0,0,0,17.7,70.4,0.0,1000.5,2015-01-06T05:00:00Z,352,1.7,109
2015-01-06T06:00:00Z,2015-01-06T05:00:00Z,PT60M,15.5,0.14,-112,0.0,10.1,1,0,0,1,1,1,17.7,70.3,0.0,1000.9,2015-01-06T06:00:00Z,2,1.7,95
2015-01-06T07:00:00Z,2015-01-06T06:00:00Z,PT60M,16.7,0.14,-114,4.8,10.3,47,0,0,47,47,47,17.8,65.8,0.0,1001.4,2015-01-06T07:00:00Z,13,1.5,82
2015-01-06T08:00:00Z,2015-01-06T07:00:00Z,PT60M,19.7,0.14,-118,18.9,11.2,147,0,0,147,147,147,17.9,58.0,0.0,1002.1,2015-01-06T08:00:00Z,26,1.4,68
2015-01-06T09:00:00Z,2015-01-06T08:00:00Z,PT60M,22.6,0.14,-124,16.7,12.0,302,0,0,302,301,302,18.0,51.3,0.0,1002.7,2015-01-06T09:00:00Z,41,1.3,55
2015-01-06T10:00:00Z,2015-01-06T09:00:00Z,PT60M,25.2,0.14,-133,9.1,11.7,460,38,29,489,490,494,18.3,42.9,0.0,1002.7,2015-01-06T10:00:00Z,52,1.4,44
2015-01-06T11:00:00Z,2015-01-06T10:00:00Z,PT60M,27.4,0.14,-150,0.0,10.2,496,191,158,654,667,668,18.6,34.0,0.0,1001.9,2015-01-06T11:00:00Z,60,1.4,34
