N/A,Solcast_site_5.615612_6.401852,N/A,0.0,6.4019,5.6156,116 
Date (MM/DD/YYYY),Time (HH:MM),Dry-bulb (C),Albedo (0-1),Azimuth (degree),cloudopacity (%),Dew-point (C),DHI (W/m^2),DNI (W/m^2),EBH (W/m^2),GHI (W/m^2),GTI fixed tilt (W/m^2),GTI tracking (W/m^2),Lprecip depth (mm),RelativeHumidity (%),SnowDepth (cm),Pressure (mbar),Wdir (degree),Wspd (m/s),Zenith (degree) 
03/20/2011,11:00,29.9,0.13,-111,21.5,23.9,546,128,122,668,668,678,46.8,70.3,0.0,998.1,232,3.0,20
03/20/2011,12:00,32.0,0.13,-157,17.6,23.9,514,236,234,748,750,749,46.6,62.3,0.0,997.7,235,2.9,9
03/20/2011,13:00,32.5,0.13,125,22.4,23.6,514,185,182,696,697,699,46.7,59.8,0.0,997.1,237,2.7,13
03/20/2011,14:00,31.3,0.13,105,7.1,23.1,356,437,389,744,748,804,47.2,61.8,0.0,996.4,238,2.6,27
03/20/2011,15:00,30.0,0.13,98,18.8,22.5,404,155,120,524,525,573,47.7,64.0,0.0,995.7,239,2.5,42
03/20/2011,16:00,29.0,0.13,95,76.7,22.3,112,0,0,112,112,113,47.9,67.2,0.0,995.6,240,2.3,56
03/20/2011,17:00,28.2,0.13,93,68.4,22.6,51,0,0,51,51,51,47.8,71.6,0.0,996.0,238,2.1,71
03/20/2011,18:00,27.4,0.13,91,38.9,22.9,23,0,0,23,23,23,47.7,76.3,0.0,996.4,236,1.9,86
03/20/2011,19:00,26.8,0.13,89,37.8,23.0,0,0,0,0,0,0,47.2,80.0,0.0,996.9,235,1.8,101
03/20/2011,20:00,26.3,0.13,87,49.4,23.1,0,0,0,0,0,0,46.4,82.5,0.0,997.5,236,1.6,116
03/20/2011,21:00,25.8,0.13,85,51.5,23.1,0,0,0,0,0,0,45.6,85.1,0.0,998.2,237,1.5,131
03/20/2011,22:00,25.5,0.13,81,51.6,23.3,0,0,0,0,0,0,45.1,87.4,0.0,998.4,238,1.4,146
03/20/2011,23:00,25.6,0.13,72,51.0,23.7,0,0,0,0,0,0,45.1,89.2,0.0,998.3,239,1.5,160
03/21/2011,00:00,25.7,0.13,26,53.5,24.1,0,0,0,0,0,0,45.0,91.1,0.0,998.2,240,1.5,172
03/21/2011,01:00,25.6,0.13,-59,50.7,24.2,0,0,0,0,0,0,44.7,92.3,0.0,997.8,241,1.5,167
03/21/2011,02:00,25.3,0.13,-78,50.1,24.0,0,0,0,0,0,0,44.3,92.9,0.0,997.2,243,1.5,153
03/21/2011,03:00,25.0,0.13,-83,36.3,23.9,0,0,0,0,0,0,43.9,93.5,0.0,996.5,245,1.5,138
03/21/2011,04:00,24.7,0.13,-86,50.8,23.8,0,0,0,0,0,0,43.7,94.5,0.0,996.3,246,1.6,124
03/21/2011,05:00,24.4,0.13,-88,52.9,23.7,0,0,0,0,0,0,43.7,95.9,0.0,996.5,244,1.6,109
03/21/2011,06:00,24.2,0.13,-90,52.7,23.7,1,0,0,1,1,1,43.7,97.3,0.0,996.7,243,1.6,94
03/21/2011,07:00,24.7,0.13,-92,16.1,23.7,81,7,1,83,83,89,44.0,94.2,0.0,997.1,240,1.8,79
03/21/2011,08:00,25.9,0.13,-94,34.0,23.6,199,0,0,199,198,200,44.8,87.0,0.0,997.7,238,2.1,64
03/21/2011,09:00,27.2,0.13,-96,37.3,23.5,330,0,0,330,329,330,45.5,80.5,0.0,998.3,236,2.5,49
03/21/2011,10:00,28.6,0.13,-100,24.9,23.8,483,36,31,515,514,521,46.1,75.5,0.0,998.4,234,2.6,34
03/21/2011,11:00,30.1,0.13,-110,20.7,24.4,536,106,98,635,635,645,46.6,71.9,0.0,998.2,232,2.6,20
03/21/2011,12:00,31.5,0.13,-156,12.8,25.0,494,257,255,749,751,750,47.0,68.5,0.0,997.9,229,2.6,9
03/21/2011,13:00,31.5,0.13,124,29.1,25.1,580,19,19,600,599,600,47.5,68.9,0.0,997.5,226,2.5,13
03/21/2011,14:00,29.9,0.13,104,18.1,24.6,500,134,118,618,618,640,48.0,73.2,0.0,996.8,221,2.4,27
03/21/2011,15:00,28.3,0.13,98,41.3,24.1,354,1,0,355,354,356,48.5,77.9,0.0,996.1,216,2.4,42
03/21/2011,16:00,27.1,0.13,95,25.9,23.8,273,47,25,299,299,330,48.5,82.2,0.0,995.9,215,2.3,57
03/21/2011,17:00,26.3,0.13,92,57.1,23.8,82,0,0,82,82,82,48.1,86.2,0.0,996.3,220,2.1,71
03/21/2011,18:00,25.6,0.13,91,28.1,23.9,12,0,0,12,12,12,47.6,90.4,0.0,996.6,226,1.9,86
03/21/2011,19:00,25.0,0.13,89,0.0,23.8,0,0,0,0,0,0,46.7,93.1,0.0,997.1,231,1.9,101
03/21/2011,20:00,24.6,0.13,87,0.0,23.6,0,0,0,0,0,0,45.4,94.2,0.0,997.8,234,2.1,116
03/21/2011,21:00,24.2,0.13,85,0.0,23.4,0,0,0,0,0,0,44.1,95.3,0.0,998.4,236,2.3,131
03/21/2011,22:00,24.1,0.13,81,0.0,23.4,0,0,0,0,0,0,43.5,95.8,0.0,998.6,235,2.3,146
03/21/2011,23:00,24.3,0.13,71,27.8,23.5,0,0,0,0,0,0,43.8,95.8,0.0,998.3,231,2.1,160
03/22/2011,00:00,24.4,0.13,25,51.3,23.7,0,0,0,0,0,0,44.1,95.8,0.0,998.1,227,1.9,172
03/22/2011,01:00,24.6,0.13,-58,51.6,23.8,0,0,0,0,0,0,44.5,95.7,0.0,997.6,224,1.9,167
03/22/2011,02:00,24.7,0.13,-77,52.2,23.9,0,0,0,0,0,0,45.1,95.5,0.0,997.1,225,1.9,153
03/22/2011,03:00,24.8,0.13,-83,52.4,24.0,0,0,0,0,0,0,45.7,95.4,0.0,996.5,225,2.0,138
03/22/2011,04:00,24.8,0.13,-86,52.0,24.0,0,0,0,0,0,0,46.3,95.4,0.0,996.5,225,1.9,123
03/22/2011,05:00,24.8,0.13,-88,43.1,24.0,0,0,0,0,0,0,47.0,95.5,0.0,996.9,225,1.8,109
03/22/2011,06:00,24.7,0.13,-90,38.4,24.0,2,0,0,2,1,2,47.6,95.7,0.0,997.4,225,1.6,94
03/22/2011,07:00,25.2,0.13,-91,11.1,23.9,74,65,18,92,92,148,48.2,92.8,0.0,997.9,222,1.6,79
03/22/2011,08:00,26.1,0.13,-93,0.1,23.8,160,338,152,312,314,551,48.6,87.2,0.0,998.5,218,1.8,64
03/22/2011,09:00,26.9,0.13,-96,3.5,23.6,251,412,266,518,519,703,49.1,82.0,0.0,999.1,214,1.9,49
03/22/2011,10:00,28.2,0.13,-100,3.3,23.7,297,493,405,703,705,812,49.5,76.8,0.0,999.3,209,1.9,34
03/22/2011,11:00,29.7,0.13,-109,14.2,24.1,473,279,259,733,735,757,50.0,71.8,0.0,999.0,201,1.8,20
03/22/2011,12:00,31.3,0.13,-156,15.7,24.5,506,267,264,772,773,773,50.4,67.3,0.0,998.8,192,1.7,8
03/22/2011,13:00,31.6,0.13,122,16.1,24.4,500,261,254,754,755,763,50.8,65.8,0.0,998.1,191,1.7,13
03/22/2011,14:00,30.6,0.13,103,15.7,23.8,451,260,228,679,680,722,51.2,67.1,0.0,997.1,200,1.8,27
03/22/2011,15:00,29.6,0.13,97,52.8,23.2,281,45,37,318,318,330,51.6,68.5,0.0,996.1,208,1.9,42
03/22/2011,16:00,28.6,0.13,94,79.9,23.1,90,0,0,90,89,90,52.0,72.1,0.0,995.8,209,2.0,57
03/22/2011,17:00,27.5,0.13,92,85.4,23.4,24,0,0,24,24,24,52.4,78.3,0.0,996.4,205,2.0,71
03/22/2011,18:00,26.5,0.13,90,44.7,23.8,11,0,0,11,11,11,52.8,85.1,0.0,997.0,201,2.1,86
03/22/2011,19:00,25.7,0.13,88,49.3,23.9,0,0,0,0,0,0,52.7,89.6,0.0,997.6,200,2.1,101
03/22/2011,20:00,25.3,0.13,87,60.1,23.8,0,0,0,0,0,0,52.1,91.4,0.0,998.3,200,2.0,116
03/22/2011,21:00,24.8,0.13,84,68.9,23.7,0,0,0,0,0,0,51.5,93.2,0.0,999.0,201,2.0,131
03/22/2011,22:00,24.6,0.13,80,69.0,23.6,0,0,0,0,0,0,51.6,94.4,0.0,999.2,207,1.9,146
03/22/2011,23:00,24.6,0.13,70,69.3,23.7,0,0,0,0,0,0,52.3,94.9,0.0,998.9,221,1.8,160
03/23/2011,00:00,24.6,0.13,23,69.3,23.8,0,0,0,0,0,0,53.0,95.4,0.0,998.5,235,1.8,171
03/23/2011,01:00,24.7,0.13,-57,69.3,23.9,0,0,0,0,0,0,53.3,95.9,0.0,998.1,241,1.9,167
03/23/2011,02:00,24.8,0.13,-76,76.6,24.1,0,0,0,0,0,0,53.3,96.3,0.0,997.5,240,1.9,153
03/23/2011,03:00,24.9,0.13,-82,83.0,24.3,0,0,0,0,0,0,53.2,96.8,0.0,996.9,239,1.9,138
03/23/2011,04:00,24.9,0.13,-85,83.0,24.4,0,0,0,0,0,0,53.3,97.0,0.0,996.7,238,1.9,123
03/23/2011,05:00,24.9,0.13,-87,82.9,24.3,0,0,0,0,0,0,53.4,96.8,0.0,997.0,239,1.9,108
03/23/2011,06:00,24.9,0.13,-89,69.3,24.3,1,0,0,1,1,1,53.5,96.5,0.0,997.2,239,1.8,94
03/23/2011,07:00,25.4,0.13,-91,58.7,24.2,41,0,0,41,41,41,53.6,93.3,0.0,997.7,239,2.0,79
03/23/2011,08:00,26.3,0.13,-93,57.9,24.0,136,0,0,136,136,136,53.7,87.4,0.0,998.4,238,2.2,64
03/23/2011,09:00,27.2,0.13,-95,13.8,23.9,308,230,163,472,473,559,53.8,81.9,0.0,999.1,238,2.5,49
03/23/2011,10:00,28.1,0.13,-99,14.0,24.0,404,275,222,626,627,696,53.2,78.6,0.0,999.3,233,2.4,34
03/23/2011,11:00,28.7,0.13,-108,17.8,24.3,494,225,213,707,707,723,52.0,77.1,0.0,998.9,221,2.0,20
03/23/2011,12:00,29.4,0.13,-155,4.0,24.7,333,548,543,877,880,880,50.8,75.7,0.0,998.5,204,1.7,8
03/23/2011,13:00,29.8,0.13,120,5.2,24.5,379,463,451,830,833,843,50.6,73.3,0.0,997.9,198,1.7,13
03/23/2011,14:00,29.9,0.13,102,10.8,23.8,429,298,266,695,696,738,51.3,69.9,0.0,997.3,206,1.8,27
03/23/2011,15:00,30.0,0.13,96,16.9,23.2,415,137,100,516,516,568,52.0,66.8,0.0,996.6,213,1.9,42
03/23/2011,16:00,29.5,0.13,94,7.5,22.9,238,270,152,391,392,545,52.3,67.8,0.0,996.5,216,2.0,57
03/23/2011,17:00,28.4,0.13,92,31.8,23.1,131,1,0,132,132,134,52.3,73.1,0.0,997.0,215,1.9,71
03/23/2011,18:00,27.3,0.13,90,3.2,23.3,26,9,0,27,27,31,52.2,78.9,0.0,997.4,213,1.9,86
03/23/2011,19:00,26.5,0.13,88,0.0,23.4,0,0,0,0,0,0,51.7,83.2,0.0,998.0,212,1.9,101
03/23/2011,20:00,26.0,0.13,86,0.0,23.4,0,0,0,0,0,0,50.7,85.7,0.0,998.8,210,1.9,116
03/23/2011,21:00,25.5,0.13,83,0.0,23.4,0,0,0,0,0,0,49.8,88.2,0.0,999.5,209,1.9,131
03/23/2011,22:00,25.1,0.13,79,0.0,23.4,0,0,0,0,0,0,49.1,90.4,0.0,999.7,210,1.9,146
03/23/2011,23:00,24.6,0.13,69,27.5,23.3,0,0,0,0,0,0,48.7,92.3,0.0,999.2,214,1.9,160
03/24/2011,00:00,24.1,0.13,22,52.0,23.2,0,0,0,0,0,0,48.3,94.3,0.0,998.8,218,1.9,171
03/24/2011,01:00,23.9,0.13,-55,51.6,23.1,0,0,0,0,0,0,48.1,95.7,0.0,998.2,221,1.8,166
03/24/2011,02:00,23.8,0.13,-75,61.5,23.2,0,0,0,0,0,0,48.2,96.5,0.0,997.7,222,1.8,153
03/24/2011,03:00,23.7,0.13,-82,71.4,23.3,0,0,0,0,0,0,48.3,97.2,0.0,997.1,224,1.7,138
03/24/2011,04:00,23.7,0.13,-85,75.4,23.3,0,0,0,0,0,0,48.4,97.4,0.0,996.9,225,1.7,123
03/24/2011,05:00,23.8,0.13,-87,68.0,23.3,0,0,0,0,0,0,48.6,97.0,0.0,997.2,225,1.8,108
03/24/2011,06:00,23.9,0.13,-89,62.7,23.3,1,0,0,1,1,1,48.8,96.6,0.0,997.5,225,1.9,93
03/24/2011,07:00,24.6,0.13,-90,42.1,23.3,53,0,0,53,53,53,49.0,92.6,0.0,998.0,226,2.1,78
03/24/2011,08:00,26.0,0.13,-92,32.1,23.4,200,0,0,200,200,200,49.3,85.5,0.0,998.7,228,2.5,64
03/24/2011,09:00,27.3,0.13,-95,21.5,23.4,317,148,99,417,417,483,49.5,79.1,0.0,999.4,229,2.9,49
03/24/2011,10:00,28.5,0.13,-98,21.2,23.6,507,42,34,542,541,554,49.7,75.1,0.0,999.4,230,3.0,34
03/24/2011,11:00,29.4,0.13,-107,23.2,24.1,581,45,43,625,623,627,49.8,73.0,0.0,998.8,231,2.9,19
03/24/2011,12:00,30.3,0.13,-155,19.7,24.5,598,102,101,700,699,700,50.0,71.1,0.0,998.2,232,2.8,8
03/24/2011,13:00,30.6,0.13,118,19.9,24.5,571,121,119,691,690,692,50.2,69.8,0.0,997.5,234,2.7,13
03/24/2011,14:00,30.3,0.13,101,18.8,24.0,512,127,115,628,627,644,50.6,69.2,0.0,996.7,238,2.5,27
03/24/2011,15:00,29.9,0.13,96,32.6,23.5,417,0,0,417,416,417,51.1,68.7,0.0,995.9,242,2.3,42
03/24/2011,16:00,29.3,0.13,93,44.2,23.3,229,0,0,229,229,229,51.4,70.3,0.0,995.7,242,2.3,57
03/24/2011,17:00,28.4,0.13,91,42.4,23.4,106,0,0,106,106,106,51.6,74.1,0.0,996.2,239,2.5,71
03/24/2011,18:00,27.6,0.13,89,33.0,23.4,23,0,0,23,23,23,51.8,78.1,0.0,996.7,237,2.7,86
03/24/2011,19:00,26.9,0.13,88,49.7,23.5,0,0,0,0,0,0,51.6,81.2,0.0,997.3,234,2.8,101
03/24/2011,20:00,26.5,0.13,86,66.1,23.4,0,0,0,0,0,0,50.8,83.4,0.0,998.0,229,2.6,116
03/24/2011,21:00,26.0,0.13,83,54.4,23.4,0,0,0,0,0,0,50.1,85.5,0.0,998.8,224,2.5,131
03/24/2011,22:00,25.8,0.13,78,54.2,23.5,0,0,0,0,0,0,49.6,87.5,0.0,999.2,221,2.4,146
03/24/2011,23:00,25.6,0.13,67,60.7,23.8,0,0,0,0,0,0,49.2,89.3,0.0,999.3,219,2.4,160
03/25/2011,00:00,25.5,0.13,21,68.9,24.0,0,0,0,0,0,0,48.9,91.1,0.0,999.4,218,2.4,171
03/25/2011,01:00,25.4,0.13,-54,65.4,23.9,0,0,0,0,0,0,49.0,91.7,0.0,999.1,218,2.4,166
03/25/2011,02:00,25.1,0.13,-75,60.9,23.6,0,0,0,0,0,0,49.4,91.1,0.0,998.5,218,2.4,152
03/25/2011,03:00,24.9,0.13,-81,67.8,23.3,0,0,0,0,0,0,49.7,90.6,0.0,997.9,218,2.4,138
03/25/2011,04:00,24.8,0.13,-84,72.8,23.1,0,0,0,0,0,0,49.9,90.5,0.0,997.7,218,2.3,123
03/25/2011,05:00,24.8,0.13,-87,76.7,23.2,0,0,0,0,0,0,49.8,90.8,0.0,998.0,217,2.2,108
03/25/2011,06:00,24.8,0.13,-88,80.8,23.3,0,0,0,0,0,0,49.7,91.1,0.0,998.2,216,2.0,93
03/25/2011,07:00,25.3,0.13,-90,85.7,23.3,12,0,0,12,12,12,49.7,88.4,0.0,998.5,217,2.1,78
03/25/2011,08:00,26.3,0.13,-92,94.3,23.2,17,0,0,17,17,17,49.8,83.0,0.0,999.1,219,2.5,63
03/25/2011,09:00,27.3,0.13,-94,95.4,23.1,24,0,0,24,24,24,50.0,78.0,0.0,999.6,220,2.9,49
03/25/2011,10:00,28.0,0.13,-97,91.6,23.0,61,0,0,61,60,61,50.5,74.4,0.0,999.7,220,3.0,34
03/25/2011,11:00,28.4,0.13,-106,81.5,22.9,156,0,0,156,155,156,51.4,72.1,0.0,999.5,219,2.8,19
03/25/2011,12:00,28.8,0.13,-154,52.1,22.8,429,0,0,429,427,429,52.2,69.9,0.0,999.2,217,2.6,7
03/25/2011,13:00,28.8,0.13,117,22.8,22.8,579,99,96,675,674,679,52.9,69.7,0.0,998.7,218,2.5,13
03/25/2011,14:00,28.5,0.13,100,14.8,22.8,459,234,209,668,668,703,53.2,71.5,0.0,997.9,222,2.4,27
03/25/2011,15:00,28.1,0.13,95,16.7,22.9,373,200,153,527,527,590,53.5,73.4,0.0,997.1,225,2.4,42
03/25/2011,16:00,27.5,0.13,93,40.3,23.0,253,0,0,253,252,253,53.6,76.5,0.0,996.9,229,2.3,57
03/25/2011,17:00,26.8,0.13,91,30.5,23.3,136,0,0,136,135,136,53.4,81.0,0.0,997.3,232,2.1,72
03/25/2011,18:00,26.0,0.13,89,52.4,23.5,20,0,0,20,20,20,53.2,85.8,0.0,997.6,236,2.0,86
03/25/2011,19:00,25.4,0.13,87,54.9,23.5,0,0,0,0,0,0,52.6,89.2,0.0,998.0,237,1.9,101
03/25/2011,20:00,25.0,0.13,85,20.6,23.4,0,0,0,0,0,0,51.7,91.1,0.0,998.5,235,1.9,116
03/25/2011,21:00,24.5,0.13,82,0.0,23.3,0,0,0,0,0,0,50.7,92.9,0.0,999.0,234,1.9,131
03/25/2011,22:00,24.3,0.13,78,0.0,23.3,0,0,0,0,0,0,50.2,94.1,0.0,999.2,234,1.9,146
03/25/2011,23:00,24.3,0.13,66,2.2,23.4,0,0,0,0,0,0,50.0,94.6,0.0,998.9,238,1.8,160
03/26/2011,00:00,24.3,0.13,20,0.2,23.5,0,0,0,0,0,0,49.8,95.1,0.0,998.7,242,1.8,170
03/26/2011,01:00,24.2,0.13,-53,0.0,23.5,0,0,0,0,0,0,49.7,95.6,0.0,998.3,243,1.7,166
03/26/2011,02:00,24.1,0.13,-74,16.9,23.5,0,0,0,0,0,0,49.6,96.3,0.0,997.7,242,1.6,152
03/26/2011,03:00,24.0,0.13,-80,31.0,23.5,0,0,0,0,0,0,49.6,97.0,0.0,997.2,241,1.4,138
03/26/2011,04:00,23.9,0.13,-84,51.7,23.4,0,0,0,0,0,0,49.8,97.3,0.0,997.1,242,1.2,123
03/26/2011,05:00,23.8,0.13,-86,61.2,23.4,0,0,0,0,0,0,50.3,97.3,0.0,997.6,245,0.9,108
03/26/2011,06:00,23.8,0.13,-88,66.3,23.3,1,0,0,1,1,1,50.9,97.3,0.0,998.0,252,0.6,93
03/26/2011,07:00,24.4,0.13,-90,26.7,23.3,72,8,2,75,75,83,51.5,93.4,0.0,998.5,248,0.6,78
03/26/2011,08:00,25.8,0.13,-91,0.4,23.3,178,255,118,296,296,476,52.1,86.2,0.0,998.9,237,0.9,63
03/26/2011,09:00,27.1,0.13,-94,0.0,23.3,240,422,283,523,523,703,52.8,79.7,0.0,999.4,232,1.2,48
03/26/2011,10:00,28.5,0.13,-97,0.0,23.5,213,639,532,745,747,872,52.6,74.4,0.0,999.4,223,1.2,34
03/26/2011,11:00,29.9,0.13,-105,0.0,23.9,214,703,663,877,879,922,51.6,70.3,0.0,998.8,200,1.0,19
03/26/2011,12:00,31.3,0.13,-153,0.0,24.3,231,704,698,928,931,933,50.5,66.5,0.0,998.3,169,0.9,7
03/26/2011,13:00,31.7,0.13,115,0.0,24.1,271,634,617,889,891,907,50.2,64.3,0.0,997.6,158,1.0,13
03/26/2011,14:00,31.2,0.13,99,0.0,23.5,269,584,519,790,790,868,50.5,63.6,0.0,996.7,166,0.9,27
03/26/2011,15:00,30.7,0.13,95,0.0,22.8,243,518,386,630,630,794,50.7,62.9,0.0,995.8,175,0.8,42
03/26/2011,16:00,29.9,0.13,92,0.0,22.7,193,413,229,421,421,657,50.8,65.5,0.0,995.6,187,0.9,57
03/26/2011,17:00,28.8,0.13,90,0.0,23.2,117,234,79,196,195,385,50.6,71.8,0.0,996.1,197,1.1,72
03/26/2011,18:00,27.8,0.13,89,0.0,23.7,25,29,4,29,29,46,50.4,78.6,0.0,996.6,204,1.2,86
03/26/2011,19:00,27.0,0.13,87,0.0,24.0,0,0,0,0,0,0,50.0,83.7,0.0,997.3,209,1.4,101
03/26/2011,20:00,26.4,0.13,85,0.0,24.0,0,0,0,0,0,0,49.5,86.7,0.0,998.1,212,1.4,116
03/26/2011,21:00,25.8,0.13,82,0.0,24.0,0,0,0,0,0,0,49.0,89.7,0.0,998.9,216,1.5,131
03/26/2011,22:00,25.4,0.13,77,0.0,24.0,0,0,0,0,0,0,49.1,91.9,0.0,999.2,221,1.6,146
03/26/2011,23:00,25.2,0.13,65,0.0,24.0,0,0,0,0,0,0,49.7,93.2,0.0,999.1,226,1.7,160
03/27/2011,00:00,25.0,0.13,19,0.0,24.1,0,0,0,0,0,0,50.3,94.5,0.0,998.9,231,1.9,170
03/27/2011,01:00,24.9,0.12,-52,0.0,24.1,0,0,0,0,0,0,50.8,95.3,0.0,998.7,232,2.0,165
03/27/2011,02:00,24.9,0.12,-73,0.0,24.1,0,0,0,0,0,0,51.3,95.5,0.0,998.2,232,2.0,152
03/27/2011,03:00,24.9,0.12,-80,0.0,24.2,0,0,0,0,0,0,51.7,95.8,0.0,997.8,231,2.0,138
03/27/2011,04:00,24.9,0.12,-83,0.0,24.2,0,0,0,0,0,0,51.9,95.8,0.0,997.8,231,2.0,123
03/27/2011,05:00,25.0,0.12,-86,27.6,24.2,0,0,0,0,0,0,51.8,95.6,0.0,998.3,230,1.8,108
03/27/2011,06:00,25.0,0.12,-88,30.8,24.2,3,0,0,3,3,4,51.7,95.4,0.0,998.8,229,1.7,93
03/27/2011,07:00,25.5,0.12,-89,0.8,24.1,77,111,27,105,104,192,51.6,92.3,0.0,999.3,229,1.6,78
03/27/2011,08:00,26.4,0.12,-91,23.8,24.0,226,35,12,239,238,269,51.4,86.6,0.0,999.9,230,1.6,63
03/27/2011,09:00,27.3,0.12,-93,14.6,23.9,344,177,115,459,459,543,51.3,81.4,0.0,1000.5,230,1.7,48
03/27/2011,10:00,28.4,0.12,-96,26.6,24.0,496,39,35,531,531,539,51.3,76.9,0.0,1000.6,227,1.4,33
03/27/2011,11:00,29.6,0.12,-103,22.3,24.3,543,119,111,654,654,666,51.4,73.0,0.0,1000.2,216,0.9,19
03/27/2011,12:00,30.9,0.12,-153,49.3,24.6,451,0,0,451,450,451,51.6,69.5,0.0,999.8,185,0.6,7
03/27/2011,13:00,30.7,0.12,113,34.3,24.7,555,0,0,555,554,555,51.4,70.1,0.0,999.3,175,0.5,13
03/27/2011,14:00,29.3,0.12,98,31.0,24.4,511,0,0,511,509,511,50.9,74.8,0.0,998.5,208,0.6,27
03/27/2011,15:00,27.9,0.12,94,27.7,24.1,418,0,0,418,417,418,50.4,80.0,0.0,997.8,226,0.8,42
03/27/2011,16:00,26.9,0.12,92,39.9,24.1,219,0,0,219,218,219,49.7,84.2,0.0,997.6,228,1.0,57
03/27/2011,17:00,26.5,0.12,90,32.0,24.2,98,0,0,98,98,98,48.9,87.5,0.0,997.9,222,1.2,72
03/27/2011,18:00,26.0,0.12,88,28.7,24.4,16,0,0,16,16,16,48.0,90.8,0.0,998.3,218,1.4,86
03/27/2011,19:00,25.6,0.12,86,37.5,24.4,0,0,0,0,0,0,47.3,93.3,0.0,998.9,212,1.6,101
03/27/2011,20:00,25.2,0.12,84,66.7,24.3,0,0,0,0,0,0,46.8,94.8,0.0,999.7,204,1.7,116
03/27/2011,21:00,24.9,0.12,81,52.1,24.3,0,0,0,0,0,0,46.3,96.3,0.0,1000.6,198,1.9,131
03/27/2011,22:00,24.9,0.12,76,50.5,24.3,0,0,0,0,0,0,45.7,96.7,0.0,1000.6,198,1.9,146
03/27/2011,23:00,25.2,0.12,64,60.9,24.5,0,0,0,0,0,0,44.9,95.9,0.0,1000.0,203,1.8,160
03/28/2011,00:00,25.5,0.12,18,69.5,24.6,0,0,0,0,0,0,44.1,95.2,0.0,999.4,209,1.7,170
03/28/2011,01:00,25.5,0.12,-51,70.0,24.7,0,0,0,0,0,0,43.2,95.3,0.0,998.7,215,1.7,165
03/28/2011,02:00,25.4,0.12,-72,69.5,24.8,0,0,0,0,0,0,42.2,96.2,0.0,998.1,220,1.7,152
03/28/2011,03:00,25.3,0.12,-79,69.0,24.9,0,0,0,0,0,0,41.1,97.2,0.0,997.4,225,1.7,137
03/28/2011,04:00,25.3,0.12,-83,69.4,24.9,0,0,0,0,0,0,40.7,97.6,0.0,997.4,224,1.7,123
03/28/2011,05:00,25.2,0.12,-85,69.8,24.8,0,0,0,0,0,0,40.8,97.4,0.0,998.0,216,1.5,108
03/28/2011,06:00,25.2,0.12,-87,67.8,24.7,1,0,0,1,1,1,41.0,97.2,0.0,998.6,206,1.4,93
03/28/2011,07:00,25.5,0.12,-89,59.2,24.6,37,0,0,37,37,37,41.2,94.4,0.0,999.1,203,1.4,78
03/28/2011,08:00,26.2,0.12,-91,45.3,24.3,153,0,0,153,153,153,41.4,89.2,0.0,999.7,208,1.4,63
03/28/2011,09:00,27.0,0.12,-93,36.2,24.1,322,0,0,322,321,322,41.6,84.3,0.0,1000.2,212,1.4,48
03/28/2011,10:00,28.1,0.12,-95,32.9,24.0,474,7,6,481,479,481,42.2,78.5,0.0,1000.3,210,1.4,33
03/28/2011,11:00,29.6,0.12,-102,26.3,24.0,556,72,69,625,624,629,43.1,72.1,0.0,999.9,202,1.2,19
03/28/2011,12:00,31.1,0.12,-152,27.6,24.1,617,31,31,647,646,648,44.0,66.3,0.0,999.5,192,1.1,6
03/28/2011,13:00,31.8,0.12,111,20.9,23.8,616,36,34,650,648,652,44.4,62.5,0.0,998.8,191,1.0,13
03/28/2011,14:00,31.8,0.12,97,5.0,23.2,427,297,264,691,691,737,44.4,60.4,0.0,997.8,204,0.9,27
03/28/2011,15:00,31.7,0.12,93,17.9,22.6,405,94,74,481,479,506,44.3,58.3,0.0,996.7,218,0.8,42
03/28/2011,16:00,31.2,0.12,91,16.7,22.5,268,86,44,312,311,370,44.3,59.7,0.0,996.4,224,1.1,57
03/28/2011,17:00,30.2,0.12,89,9.0,22.9,148,23,6,154,154,172,44.2,64.7,0.0,996.7,224,1.5,72
03/28/2011,18:00,29.3,0.12,88,1.8,23.3,24,3,0,24,24,26,44.1,70.2,0.0,997.1,223,1.9,87
03/28/2011,19:00,28.4,0.12,86,0.0,23.5,0,0,0,0,0,0,44.1,74.9,0.0,997.6,224,2.1,101
03/28/2011,20:00,27.6,0.12,84,0.0,23.6,0,0,0,0,0,0,44.1,78.6,0.0,998.4,226,2.2,116
03/28/2011,21:00,26.9,0.12,81,0.0,23.7,0,0,0,0,0,0,44.1,82.5,0.0,999.1,228,2.3,131
03/28/2011,22:00,26.6,0.12,75,0.0,24.0,0,0,0,0,0,0,44.1,85.8,0.0,999.3,229,2.4,146
03/28/2011,23:00,26.6,0.12,63,0.0,24.5,0,0,0,0,0,0,44.2,88.2,0.0,999.1,230,2.4,160
03/29/2011,00:00,26.7,0.13,17,0.0,25.0,0,0,0,0,0,0,44.2,90.8,0.0,998.8,231,2.4,169
03/29/2011,01:00,26.5,0.14,-50,0.0,25.1,0,0,0,0,0,0,44.2,92.1,0.0,998.5,232,2.4,165
03/29/2011,02:00,26.0,0.14,-72,0.0,24.7,0,0,0,0,0,0,44.0,92.1,0.0,998.0,231,2.4,152
03/29/2011,03:00,25.6,0.14,-79,0.0,24.3,0,0,0,0,0,0,43.8,92.2,0.0,997.6,231,2.3,137
