LAT;;;;;6.33815;6.33815;6.33815;6.33815
LON;;;;;5.62575;5.62575;5.62575;5.62575
ASL;;;;;88.0000;88.0000;88.0000;88.0000
CITY;;;;;Benin City;Benin City;Benin City;Benin City
DOMAIN;;;;;NEMSAF01;NEMSAF01;NEMSAF01;NEMSAF01
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation (high resolution);Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2020;03;04;06;00;25.36;0.00;3.67;281.31
2020;03;04;07;00;25.17;0.00;2.90;277.13
2020;03;04;08;00;27.17;0.00;3.89;213.69
2020;03;04;09;00;28.38;0.00;11.97;195.71
2020;03;04;10;00;27.57;0.50;16.98;184.86
2020;03;04;11;00;30.79;0.00;16.28;215.10
2020;03;04;12;00;32.70;0.00;14.19;234.29
2020;03;04;13;00;34.00;0.00;11.63;248.20
2020;03;04;14;00;35.55;0.00;5.15;282.09
2020;03;04;15;00;36.39;0.00;5.45;277.59
2020;03;04;16;00;36.98;0.00;6.16;263.29
2020;03;04;17;00;37.04;0.00;7.28;261.47
2020;03;04;18;00;35.99;0.00;9.18;258.69
2020;03;04;19;00;33.93;0.00;10.09;235.18
2020;03;04;20;00;31.82;0.00;17.38;219.96
2020;03;04;21;00;29.84;0.00;19.96;219.14
2020;03;04;22;00;28.72;0.00;17.71;217.57
2020;03;04;23;00;28.01;0.00;15.63;218.45
2020;03;05;00;00;27.53;0.00;13.78;220.76
2020;03;05;01;00;27.83;0.00;14.77;223.03
2020;03;05;02;00;27.12;0.00;5.60;225.00
2020;03;05;03;00;26.79;0.00;5.35;227.73
2020;03;05;04;00;26.29;0.00;5.19;236.31
2020;03;05;05;00;26.43;0.00;6.11;225.00
2020;03;05;06;00;26.56;0.00;5.90;232.43
2020;03;05;07;00;26.63;0.00;4.90;233.97
2020;03;05;08;00;27.28;0.00;5.12;219.29
2020;03;05;09;00;27.97;0.00;4.90;216.03
2020;03;05;10;00;29.58;0.00;4.39;235.01
2020;03;05;11;00;31.21;0.00;4.90;252.90
2020;03;05;12;00;33.18;0.00;7.86;254.05
2020;03;05;13;00;34.52;0.00;9.69;248.20
2020;03;05;14;00;33.98;0.00;7.24;264.29
2020;03;05;15;00;33.76;0.00;7.92;270.00
2020;03;05;16;00;34.10;0.00;8.67;265.24
2020;03;05;17;00;34.96;0.00;9.89;259.51
2020;03;05;18;00;34.21;0.00;10.04;255.47
2020;03;05;19;00;32.74;0.00;8.05;243.43
2020;03;05;20;00;31.49;0.00;11.97;226.22
2020;03;05;21;00;29.63;0.00;17.15;219.04
2020;03;05;22;00;28.40;0.00;15.91;217.65
2020;03;05;23;00;27.68;0.00;14.88;212.15
2020;03;06;00;00;27.17;0.00;14.02;209.20
2020;03;06;01;00;26.76;0.00;12.48;213.23
2020;03;06;02;00;26.39;0.00;10.80;216.87
2020;03;06;03;00;26.99;0.00;11.72;222.51
2020;03;06;04;00;27.13;0.00;11.97;223.78
2020;03;06;05;00;27.14;0.00;10.18;225.00
2020;03;06;06;00;27.25;0.00;8.71;231.71
2020;03;06;07;00;27.31;0.00;9.22;231.34
2020;03;06;08;00;28.24;0.00;11.46;226.27
2020;03;06;09;00;29.30;0.00;13.04;230.60
2020;03;06;10;00;28.14;0.30;13.66;251.57
2020;03;06;11;00;30.13;0.00;12.39;234.46
2020;03;06;12;00;32.35;0.00;16.14;218.66
2020;03;06;13;00;30.39;0.00;18.09;222.58
2020;03;06;14;00;31.51;0.00;19.11;222.71
2020;03;06;15;00;32.32;0.00;19.01;232.70
2020;03;06;16;00;32.40;0.00;16.81;226.74
2020;03;06;17;00;32.33;0.00;16.04;224.09
2020;03;06;18;00;31.49;0.00;15.79;223.15
2020;03;06;19;00;29.94;0.00;14.19;215.71
2020;03;06;20;00;28.86;0.00;14.83;209.05
2020;03;06;21;00;27.88;0.00;14.69;210.96
2020;03;06;22;00;27.08;0.00;12.48;213.23
2020;03;06;23;00;26.42;0.00;10.32;209.25
