#TMY hourly data
#Site, Solcast_site_5.615612_6.401852
#Country, Nigeria
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 6.4019
#Longitude, 5.6156
#Altitude, 116
#Time Zone, 0.0
Year,Month,Day,Hour,Minute,Tamb,Albedo,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,GtiFixedTilt,GtiTracking,Pw,SnowDepth,Pressure,WindDir,WindVel,Zenith
Year,Month,Day,Hour,Minute,[deg.C],[(0 - 1)],[degree],[%],[deg.C],[W/m2],[W/m2],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[degree]
2059,1,1,0,0,23.2,0.13,-147,0.0,19.4,0,0,0,0,0,0,3.26,0.0,999.2,250,1.6,159
2059,1,1,1,0,22.5,0.13,-126,0.0,19.4,0,0,0,0,0,0,3.25,0.0,998.9,256,1.5,149
2059,1,1,2,0,21.8,0.13,-117,0.0,19.4,0,0,0,0,0,0,3.23,0.0,998.7,264,1.3,136
2059,1,1,3,0,21.3,0.13,-113,0.0,19.4,0,0,0,0,0,0,3.2,0.0,998.8,269,1.3,122
2059,1,1,4,0,21.0,0.13,-112,0.0,19.4,0,0,0,0,0,0,3.17,0.0,999.2,272,1.3,109
2059,1,1,5,0,20.6,0.13,-113,0.0,19.4,1,0,0,1,1,1,3.13,0.0,999.6,275,1.3,95
2059,1,1,6,0,21.5,0.13,-115,0.0,19.5,63,87,18,81,86,107,3.1,0.0,1000.2,275,1.3,81
2059,1,1,7,0,23.6,0.13,-118,0.0,19.7,158,315,123,281,300,479,3.08,0.0,1000.8,270,1.1,68
2059,1,1,8,0,25.7,0.13,-124,0.0,19.9,225,481,277,503,532,695,3.05,0.0,1001.3,265,1.1,55
2059,1,1,9,0,27.7,0.13,-134,0.0,19.5,269,574,417,686,721,797,3.05,0.0,1001.4,259,0.9,43
2059,1,1,10,0,29.5,0.13,-151,0.0,18.5,295,622,514,809,847,846,3.07,0.0,1000.8,251,0.7,34
2059,1,1,11,0,31.3,0.13,-175,0.0,17.4,311,628,544,855,895,859,3.09,0.0,1000.3,235,0.5,30
2059,1,1,12,0,32.1,0.13,158,0.0,16.7,345,548,464,808,843,827,3.1,0.0,999.6,204,0.4,32
2059,1,1,13,0,32.1,0.13,139,0.2,16.3,325,496,380,705,737,777,3.11,0.0,998.8,178,0.5,40
2059,1,1,14,0,31.9,0.13,127,2.0,15.9,294,384,240,534,558,666,3.12,0.0,997.9,163,0.7,51
2059,1,1,15,0,31.1,0.13,120,0.0,16.2,196,323,147,342,362,528,3.14,0.0,997.7,164,1.0,63
2059,1,1,16,0,29.4,0.13,116,0.0,17.4,98,138,36,134,143,203,3.16,0.0,998.2,170,1.4,77
2059,1,1,17,0,27.7,0.13,113,0.0,18.5,11,6,1,12,12,11,3.18,0.0,998.7,173,1.8,90
2059,1,1,18,0,26.4,0.13,112,0.0,19.3,0,0,0,0,0,0,3.18,0.0,999.3,176,2.0,104
2059,1,1,19,0,25.5,0.13,113,0.0,19.8,0,0,0,0,0,0,3.17,0.0,1000.0,180,1.9,118
2059,1,1,20,0,24.6,0.13,115,0.0,20.2,0,0,0,0,0,0,3.16,0.0,1000.7,184,1.8,131
2059,1,1,21,0,24.0,0.13,122,0.0,20.6,0,0,0,0,0,0,3.15,0.0,1000.9,191,1.8,145
2059,1,1,22,0,23.6,0.13,137,0.0,21.0,0,0,0,0,0,0,3.13,0.0,1000.7,202,1.8,156
2059,1,1,23,0,23.3,0.13,173,0.0,21.4,0,0,0,0,0,0,3.12,0.0,1000.4,212,1.8,163
2059,1,2,0,0,22.9,0.13,-147,0.0,21.6,0,0,0,0,0,0,3.1,0.0,1000.1,219,1.8,159
2059,1,2,1,0,22.6,0.13,-126,0.0,21.7,0,0,0,0,0,0,3.07,0.0,999.8,226,1.6,149
2059,1,2,2,0,22.2,0.13,-117,0.0,21.8,0,0,0,0,0,0,3.04,0.0,999.6,235,1.4,136
2059,1,2,3,0,21.9,0.13,-113,0.0,21.7,0,0,0,0,0,0,3.02,0.0,999.7,243,1.3,122
2059,1,2,4,0,21.6,0.13,-112,0.0,21.5,0,0,0,0,0,0,3.0,0.0,1000.1,251,1.3,109
2059,1,2,5,0,21.4,0.13,-113,0.0,21.3,1,1,0,1,1,1,2.98,0.0,1000.6,259,1.2,95
2059,1,2,6,0,22.1,0.13,-115,0.0,21.3,62,104,21,83,89,113,2.97,0.0,1001.1,265,1.1,81
2059,1,2,7,0,23.8,0.13,-118,0.0,21.6,152,347,135,287,308,505,2.97,0.0,1001.6,272,0.8,68
2059,1,2,8,0,25.5,0.13,-124,0.0,22.0,211,526,303,514,545,721,2.98,0.0,1002.2,285,0.6,55
2059,1,2,9,0,27.2,0.13,-134,0.0,21.7,228,664,482,710,750,835,3.01,0.0,1002.2,321,0.4,43
2059,1,2,10,0,28.8,0.13,-151,1.5,20.7,260,686,565,826,867,867,3.07,0.0,1001.6,11,0.5,34
2059,1,2,11,0,30.5,0.13,-175,8.5,19.7,378,502,435,814,846,816,3.14,0.0,1001.0,34,0.7,30
2059,1,2,12,0,31.1,0.13,158,0.6,19.3,279,666,564,843,884,864,3.15,0.0,1000.3,45,0.9,32
2059,1,2,13,0,30.8,0.13,139,0.0,19.3,253,646,495,748,788,837,3.13,0.0,999.7,58,0.8,40
2059,1,2,14,0,30.4,0.13,127,0.0,19.3,220,577,365,585,620,768,3.1,0.0,999.0,71,0.8,51
2059,1,2,15,0,29.6,0.13,120,1.0,19.7,175,424,195,370,395,605,3.07,0.0,998.9,104,0.7,63
2059,1,2,16,0,28.2,0.13,116,0.1,20.5,94,210,55,149,161,251,3.03,0.0,999.4,155,0.9,77
2059,1,2,17,0,26.9,0.13,113,0.0,21.4,11,13,1,13,13,12,2.99,0.0,999.8,175,1.5,90
2059,1,2,18,0,25.8,0.13,112,0.0,21.8,0,0,0,0,0,0,2.96,0.0,1000.4,183,1.9,104
2059,1,2,19,0,24.9,0.13,113,0.0,22.0,0,0,0,0,0,0,2.94,0.0,1001.2,189,1.9,118
2059,1,2,20,0,24.1,0.13,115,0.0,22.1,0,0,0,0,0,0,2.91,0.0,1001.9,195,1.9,131
2059,1,2,21,0,23.7,0.13,122,0.0,22.3,0,0,0,0,0,0,2.92,0.0,1002.2,203,1.9,144
2059,1,2,22,0,23.7,0.13,137,0.0,22.7,0,0,0,0,0,0,2.96,0.0,1002.1,214,1.9,156
2059,1,2,23,0,23.6,0.13,172,0.0,23.1,0,0,0,0,0,0,3.0,0.0,1002.1,226,1.9,163
2059,1,3,0,0,23.4,0.13,-147,0.0,23.1,0,0,0,0,0,0,3.03,0.0,1001.9,233,1.9,159
2059,1,3,1,0,22.9,0.13,-126,0.0,22.7,0,0,0,0,0,0,3.04,0.0,1001.7,236,1.7,149
2059,1,3,2,0,22.4,0.13,-117,0.0,22.2,0,0,0,0,0,0,3.04,0.0,1001.6,240,1.6,136
2059,1,3,3,0,22.2,0.13,-113,0.0,22.0,0,0,0,0,0,0,3.04,0.0,1001.6,245,1.4,123
2059,1,3,4,0,22.3,0.13,-112,0.0,22.1,0,0,0,0,0,0,3.02,0.0,1002.0,254,1.1,109
2059,1,3,5,0,22.4,0.13,-113,0.0,22.2,1,0,0,1,1,1,3.01,0.0,1002.4,269,0.8,95
2059,1,3,6,0,22.9,0.13,-115,0.0,22.2,62,64,13,75,79,95,3.01,0.0,1002.8,298,0.5,81
2059,1,3,7,0,24.0,0.13,-118,0.0,22.1,169,229,89,258,272,405,3.03,0.0,1003.3,353,0.5,68
2059,1,3,8,0,25.0,0.13,-124,0.0,22.0,273,306,175,448,467,578,3.05,0.0,1003.8,26,0.8,55
2059,1,3,9,0,26.5,0.13,-134,0.0,21.1,375,284,205,581,599,642,3.06,0.0,1003.7,42,1.2,44
2059,1,3,10,0,28.6,0.13,-150,0.0,19.4,457,236,194,651,666,667,3.08,0.0,1003.0,54,1.6,34
2059,1,3,11,0,30.7,0.13,-175,0.0,17.7,492,221,192,684,698,685,3.09,0.0,1002.3,62,2.0,30
2059,1,3,12,0,31.8,0.13,159,0.0,16.1,482,214,181,663,677,671,3.05,0.0,1001.6,64,2.2,32
2059,1,3,13,0,32.0,0.13,139,1.5,14.6,442,158,122,565,575,588,2.95,0.0,1000.9,63,2.2,40
2059,1,3,14,0,32.3,0.13,127,2.5,13.2,356,103,66,422,428,457,2.86,0.0,1000.1,63,2.2,51
2059,1,3,15,0,31.4,0.13,120,2.8,12.8,232,30,15,247,248,263,2.74,0.0,999.9,66,2.3,63
2059,1,3,16,0,29.5,0.13,116,2.1,13.5,92,0,0,92,92,92,2.59,0.0,1000.1,72,2.3,76
2059,1,3,17,0,27.7,0.13,113,0.0,14.2,9,0,0,9,9,9,2.45,0.0,1000.4,78,2.4,90
2059,1,3,18,0,26.2,0.13,112,0.0,14.3,0,0,0,0,0,0,2.32,0.0,1000.8,78,2.3,104
2059,1,3,19,0,25.1,0.13,113,0.0,13.7,0,0,0,0,0,0,2.22,0.0,1001.4,74,2.2,118
2059,1,3,20,0,24.0,0.13,115,0.0,13.1,0,0,0,0,0,0,2.12,0.0,1001.9,69,2.0,131
2059,1,3,21,0,23.1,0.13,121,0.0,12.7,0,0,0,0,0,0,2.06,0.0,1002.2,58,1.8,144
2059,1,3,22,0,22.4,0.13,137,0.0,12.4,0,0,0,0,0,0,2.04,0.0,1002.3,40,1.6,156
2059,1,3,23,0,21.8,0.13,172,0.0,12.1,0,0,0,0,0,0,2.02,0.0,1002.3,19,1.6,163
2059,1,4,0,0,21.1,0.13,-147,0.0,11.8,0,0,0,0,0,0,2.0,0.0,1002.2,13,1.7,159
2059,1,4,1,0,20.5,0.13,-126,0.0,11.3,0,0,0,0,0,0,1.99,0.0,1001.9,20,1.9,149
2059,1,4,2,0,19.9,0.13,-117,0.0,10.9,0,0,0,0,0,0,1.97,0.0,1001.6,26,2.0,136
2059,1,4,3,0,19.6,0.13,-113,0.0,9.9,0,0,0,0,0,0,1.97,0.0,1001.7,32,2.1,123
2059,1,4,4,0,19.6,0.13,-112,0.0,8.4,0,0,0,0,0,0,1.96,0.0,1002.2,37,2.3,109
2059,1,4,5,0,19.6,0.13,-113,0.0,6.8,1,0,0,1,1,1,1.96,0.0,1002.7,41,2.4,95
2059,1,4,6,0,20.4,0.13,-114,8.8,6.4,47,0,0,47,47,47,1.98,0.0,1003.2,44,2.6,81
2059,1,4,7,0,22.1,0.13,-118,15.2,7.1,161,12,5,167,167,174,2.02,0.0,1003.8,46,2.8,68
2059,1,4,8,0,23.8,0.13,-124,0.0,7.7,297,163,96,393,403,460,2.06,0.0,1004.4,47,3.0,55
2059,1,4,9,0,25.7,0.13,-134,0.0,7.7,331,419,306,637,664,721,2.1,0.0,1004.2,48,3.2,44
2059,1,4,10,0,27.8,0.13,-150,0.0,7.1,344,530,438,782,816,815,2.14,0.0,1003.4,49,3.3,34
2059,1,4,11,0,29.9,0.13,-175,0.0,6.4,367,529,460,827,860,830,2.18,0.0,1002.6,50,3.4,30
2059,1,4,12,0,30.9,0.13,159,0.0,6.0,439,343,292,730,753,741,2.21,0.0,1001.7,51,3.4,32
2059,1,4,13,0,31.0,0.13,139,0.0,5.8,404,295,227,631,651,675,2.23,0.0,1000.8,51,3.2,40
2059,1,4,14,0,31.1,0.13,127,0.0,5.5,328,245,156,484,500,568,2.25,0.0,999.9,51,3.0,51
2059,1,4,15,0,30.2,0.13,120,0.0,6.2,224,156,72,296,306,387,2.25,0.0,999.6,51,2.8,63
2059,1,4,16,0,28.3,0.13,116,0.0,7.6,103,44,12,116,118,141,2.24,0.0,999.9,51,2.7,76
2059,1,4,17,0,26.5,0.13,113,0.0,9.0,11,1,0,11,11,11,2.22,0.0,1000.2,51,2.6,90
2059,1,4,18,0,24.9,0.13,112,0.0,9.5,0,0,0,0,0,0,2.2,0.0,1000.6,46,2.5,104
2059,1,4,19,0,23.6,0.13,113,0.0,9.2,0,0,0,0,0,0,2.17,0.0,1001.2,35,2.3,117
2059,1,4,20,0,22.2,0.13,115,0.0,8.9,0,0,0,0,0,0,2.15,0.0,1001.7,24,2.3,131
2059,1,4,21,0,21.2,0.13,121,0.0,8.6,0,0,0,0,0,0,2.12,0.0,1001.9,15,2.3,144
2059,1,4,22,0,20.4,0.13,137,0.0,8.4,0,0,0,0,0,0,2.11,0.0,1001.9,9,2.2,156
2059,1,4,23,0,19.6,0.13,171,0.0,8.3,0,0,0,0,0,0,2.09,0.0,1001.8,2,2.2,163
2059,1,5,0,0,19.0,0.14,-147,0.0,8.1,0,0,0,0,0,0,2.07,0.0,1001.7,1,2.2,160
2059,1,5,1,0,18.5,0.14,-126,0.0,7.9,0,0,0,0,0,0,2.05,0.0,1001.5,3,2.1,149
2059,1,5,2,0,18.1,0.14,-117,0.0,7.7,0,0,0,0,0,0,2.03,0.0,1001.3,7,2.0,136
2059,1,5,3,0,17.8,0.14,-113,0.0,7.1,0,0,0,0,0,0,2.01,0.0,1001.3,12,2.0,123
2059,1,5,4,0,17.7,0.14,-112,0.0,6.2,0,0,0,0,0,0,1.98,0.0,1001.7,20,2.1,109
2059,1,5,5,0,17.5,0.14,-112,0.0,5.4,1,0,0,1,1,1,1.96,0.0,1002.1,27,2.3,95
2059,1,5,6,0,18.5,0.14,-114,7.7,5.5,46,0,0,46,45,46,1.95,0.0,1002.5,34,2.4,81
2059,1,5,7,0,20.7,0.14,-118,20.8,6.7,144,0,0,144,144,144,1.94,0.0,1003.1,40,2.5,68
2059,1,5,8,0,22.8,0.14,-124,17.8,7.8,298,0,0,298,298,298,1.93,0.0,1003.6,47,2.7,55
2059,1,5,9,0,24.9,0.14,-134,11.8,8.2,468,0,0,469,468,469,1.94,0.0,1003.5,51,2.7,44
2059,1,5,10,0,26.9,0.14,-150,1.6,7.8,523,147,123,645,655,654,1.96,0.0,1002.7,54,2.7,34
2059,1,5,11,0,28.9,0.14,-175,0.0,7.4,533,199,173,706,719,707,1.97,0.0,1001.9,57,2.7,30
2059,1,5,12,0,30.1,0.14,159,0.0,6.9,518,193,165,682,695,689,1.99,0.0,1001.1,58,2.5,32
2059,1,5,13,0,30.4,0.14,139,3.1,6.3,485,108,85,571,577,584,2.01,0.0,1000.3,58,2.2,40
2059,1,5,14,0,30.7,0.14,127,13.7,5.8,372,0,0,372,371,372,2.02,0.0,999.5,57,1.9,50
2059,1,5,15,0,29.7,0.14,120,16.5,7.0,208,0,0,208,207,208,2.03,0.0,999.3,53,1.7,63
2059,1,5,16,0,27.4,0.14,115,13.4,9.9,79,0,0,79,79,79,2.02,0.0,999.6,46,1.6,76
2059,1,5,17,0,25.1,0.14,113,0.8,12.8,10,0,0,10,10,10,2.01,0.0,999.8,38,1.5,90
2059,1,5,18,0,23.5,0.14,112,0.0,14.1,0,0,0,0,0,0,1.99,0.0,1000.2,28,1.4,104
2059,1,5,19,0,22.4,0.14,112,0.0,13.6,0,0,0,0,0,0,1.96,0.0,1000.8,16,1.4,117
2059,1,5,20,0,21.3,0.14,115,0.0,13.1,0,0,0,0,0,0,1.93,0.0,1001.3,5,1.5,131
2059,1,5,21,0,20.5,0.14,121,0.0,13.0,0,0,0,0,0,0,1.9,0.0,1001.5,355,1.6,144
2059,1,5,22,0,19.9,0.14,136,0.0,13.1,0,0,0,0,0,0,1.86,0.0,1001.3,347,1.7,156
2059,1,5,23,0,19.3,0.14,171,0.0,13.1,0,0,0,0,0,0,1.82,0.0,1001.1,340,1.9,163
2059,1,6,0,0,18.6,0.14,-147,0.0,12.9,0,0,0,0,0,0,1.8,0.0,1000.9,337,1.9,160
2059,1,6,1,0,17.8,0.14,-125,0.0,12.2,0,0,0,0,0,0,1.79,0.0,1000.5,338,1.9,149
2059,1,6,2,0,17.0,0.14,-117,0.0,11.6,0,0,0,0,0,0,1.78,0.0,1000.1,338,1.9,136
2059,1,6,3,0,16.4,0.14,-113,0.0,11.0,0,0,0,0,0,0,1.77,0.0,1000.1,343,1.9,123
2059,1,6,4,0,16.0,0.14,-112,0.0,10.6,0,0,0,0,0,0,1.77,0.0,1000.5,352,1.7,109
2059,1,6,5,0,15.5,0.14,-112,0.0,10.1,1,0,0,1,1,1,1.77,0.0,1000.9,2,1.7,95
2059,1,6,6,0,16.7,0.14,-114,4.8,10.3,47,0,0,47,47,47,1.78,0.0,1001.4,13,1.5,82
2059,1,6,7,0,19.7,0.14,-118,18.9,11.2,147,0,0,147,147,147,1.79,0.0,1002.1,26,1.4,68
2059,1,6,8,0,22.6,0.14,-124,16.7,12.0,302,0,0,302,301,302,1.8,0.0,1002.7,41,1.3,55
2059,1,6,9,0,25.2,0.14,-133,9.1,11.7,460,38,29,489,490,494,1.83,0.0,1002.7,52,1.4,44
2059,1,6,10,0,27.4,0.14,-150,0.0,10.2,496,191,158,654,667,668,1.86,0.0,1001.9,60,1.4,34
2059,1,6,11,0,29.7,0.14,-174,0.3,8.7,551,176,153,704,715,705,1.89,0.0,1001.0,67,1.4,30
2059,1,6,12,0,30.9,0.14,159,8.5,7.8,626,2,2,628,627,628,1.92,0.0,1000.3,72,1.4,32
2059,1,6,13,0,31.1,0.14,139,11.2,7.5,521,0,0,521,520,521,1.95,0.0,999.6,77,1.1,39
2059,1,6,14,0,31.3,0.14,127,14.3,7.2,374,0,0,374,373,374,1.97,0.0,998.9,85,0.9,50
2059,1,6,15,0,30.3,0.14,120,17.6,8.4,208,0,0,208,208,208,1.99,0.0,998.8,114,0.7,63
2059,1,6,16,0,28.2,0.14,115,13.7,11.1,81,0,0,81,80,81,1.99,0.0,999.1,159,0.9,76
2059,1,6,17,0,26.0,0.14,113,0.1,13.8,10,0,0,10,10,10,1.99,0.0,999.5,181,1.3,90
2059,1,6,18,0,24.4,0.14,112,0.0,14.9,0,0,0,0,0,0,1.99,0.0,1000.0,194,1.6,103
2059,1,6,19,0,23.3,0.14,112,0.0,14.6,0,0,0,0,0,0,2.0,0.0,1000.7,209,1.8,117
2059,1,6,20,0,22.3,0.14,115,0.0,14.2,0,0,0,0,0,0,2.0,0.0,1001.4,220,2.0,131
2059,1,6,21,0,21.3,0.14,121,0.0,14.3,0,0,0,0,0,0,2.0,0.0,1001.6,231,1.9,144
2059,1,6,22,0,20.5,0.14,136,0.0,14.8,0,0,0,0,0,0,1.99,0.0,1001.2,250,1.5,156
2059,1,6,23,0,19.7,0.14,171,0.0,15.3,0,0,0,0,0,0,1.98,0.0,1000.9,276,1.3,163
2059,1,7,0,0,19.0,0.13,-147,0.0,15.3,0,0,0,0,0,0,1.98,0.0,1000.6,298,1.3,160
2059,1,7,1,0,18.4,0.13,-125,0.0,14.8,0,0,0,0,0,0,1.98,0.0,1000.3,312,1.3,149
2059,1,7,2,0,17.7,0.13,-117,0.0,14.4,0,0,0,0,0,0,1.98,0.0,1000.1,326,1.4,137
2059,1,7,3,0,17.2,0.13,-113,0.0,13.9,0,0,0,0,0,0,1.98,0.0,1000.2,339,1.4,123
2059,1,7,4,0,16.7,0.13,-112,0.0,13.5,0,0,0,0,0,0,1.97,0.0,1000.6,356,1.3,109
2059,1,7,5,0,16.2,0.13,-112,0.0,13.0,1,0,0,1,1,1,1.97,0.0,1001.1,13,1.4,95
2059,1,7,6,0,17.4,0.13,-114,1.2,13.0,50,0,0,50,49,50,1.97,0.0,1001.6,26,1.5,82
2059,1,7,7,0,20.4,0.13,-118,0.8,13.5,182,0,0,182,181,182,1.97,0.0,1002.2,37,1.5,68
2059,1,7,8,0,23.5,0.13,-123,0.0,14.0,342,32,20,362,364,375,1.97,0.0,1002.9,46,1.6,55
2059,1,7,9,0,26.0,0.13,-133,0.0,13.3,387,252,186,573,589,624,1.97,0.0,1002.8,54,1.8,44
2059,1,7,10,0,27.9,0.13,-149,0.0,11.6,409,392,324,733,759,760,1.97,0.0,1002.0,59,2.1,34
2059,1,7,11,0,29.9,0.13,-174,0.0,9.8,425,420,366,791,818,793,1.98,0.0,1001.2,63,2.4,29
2059,1,7,12,0,31.1,0.13,159,0.0,8.6,450,333,285,735,757,746,1.98,0.0,1000.4,64,2.5,31
2059,1,7,13,0,31.5,0.13,139,0.0,7.9,413,292,226,640,658,682,1.98,0.0,999.6,64,2.2,39
2059,1,7,14,0,31.8,0.13,127,0.0,7.1,339,229,148,486,501,563,1.99,0.0,998.7,64,2.0,50
2059,1,7,15,0,30.9,0.13,120,0.2,7.9,232,127,61,292,300,365,1.99,0.0,998.5,69,1.7,63
2059,1,7,16,0,28.8,0.13,115,2.4,10.2,107,13,4,111,112,119,1.98,0.0,998.9,81,1.5,76
2059,1,7,17,0,26.6,0.13,113,0.1,12.5,12,0,0,12,12,12,1.97,0.0,999.3,98,1.3,90
2059,1,7,18,0,24.9,0.13,112,0.0,13.6,0,0,0,0,0,0,1.96,0.0,999.9,110,1.2,103
2059,1,7,19,0,23.8,0.13,112,0.0,13.6,0,0,0,0,0,0,1.95,0.0,1000.5,115,1.1,117
2059,1,7,20,0,22.6,0.13,114,0.0,13.6,0,0,0,0,0,0,1.94,0.0,1001.2,122,0.9,131
2059,1,7,21,0,21.9,0.13,121,0.0,13.8,0,0,0,0,0,0,1.95,0.0,1001.4,112,0.7,144
2059,1,7,22,0,21.4,0.13,135,0.0,14.0,0,0,0,0,0,0,1.98,0.0,1001.2,65,0.6,156
2059,1,7,23,0,21.0,0.13,170,0.0,14.3,0,0,0,0,0,0,2.0,0.0,1001.0,27,0.8,163
2059,1,8,0,0,20.3,0.14,-147,0.0,13.9,0,0,0,0,0,0,2.01,0.0,1000.9,19,1.1,160
2059,1,8,1,0,19.2,0.14,-125,0.0,12.8,0,0,0,0,0,0,2.0,0.0,1000.7,21,1.2,150
2059,1,8,2,0,18.1,0.14,-116,0.0,11.7,0,0,0,0,0,0,1.99,0.0,1000.5,23,1.4,137
2059,1,8,3,0,17.5,0.14,-113,0.0,10.8,0,0,0,0,0,0,1.98,0.0,1000.7,28,1.5,123
2059,1,8,4,0,17.3,0.14,-112,14.8,10.1,0,0,0,0,0,0,1.96,0.0,1001.2,34,1.7,109
2059,1,8,5,0,17.1,0.14,-112,36.7,9.4,0,0,0,0,0,0,1.94,0.0,1001.7,39,1.9,95
2059,1,8,6,0,18.3,0.14,-114,8.5,9.2,49,0,0,49,49,49,1.93,0.0,1002.3,44,2.1,82
2059,1,8,7,0,21.0,0.14,-117,0.0,9.7,176,10,5,181,181,187,1.92,0.0,1002.9,49,2.3,68
2059,1,8,8,0,23.7,0.14,-123,0.0,10.2,314,75,44,358,363,391,1.92,0.0,1003.5,52,2.5,55
2059,1,8,9,0,26.1,0.14,-133,0.0,9.8,418,149,109,527,536,560,1.96,0.0,1003.5,55,2.6,44
2059,1,8,10,0,28.2,0.14,-149,0.0,8.5,482,198,164,646,658,660,2.05,0.0,1002.8,56,2.6,34
2059,1,8,11,0,30.4,0.14,-174,0.0,7.2,502,228,199,701,715,702,2.14,0.0,1002.0,57,2.7,29
2059,1,8,12,0,31.6,0.14,159,0.0,6.6,460,303,259,719,739,729,2.2,0.0,1001.3,57,2.6,31
2059,1,8,13,0,31.9,0.14,139,0.0,6.5,416,276,215,630,648,670,2.24,0.0,1000.7,57,2.3,39
2059,1,8,14,0,32.2,0.14,127,0.0,6.5,342,200,130,472,484,539,2.28,0.0,1000.0,57,2.0,50
2059,1,8,15,0,31.5,0.14,119,0.0,7.3,232,101,48,280,286,338,2.3,0.0,999.9,58,1.7,63
2059,1,8,16,0,30.0,0.14,115,0.0,8.8,103,14,4,107,108,117,2.3,0.0,1000.4,61,1.4,76
2059,1,8,17,0,28.5,0.14,113,0.0,10.4,11,0,0,11,11,11,2.31,0.0,1000.8,65,1.1,89
2059,1,8,18,0,26.9,0.14,112,0.0,11.3,0,0,0,0,0,0,2.29,0.0,1001.4,64,0.8,103
2059,1,8,19,0,25.3,0.14,112,0.0,11.7,0,0,0,0,0,0,2.26,0.0,1002.0,43,0.5,117
2059,1,8,20,0,23.7,0.14,114,0.0,12.0,0,0,0,0,0,0,2.23,0.0,1002.7,347,0.3,131
2059,1,8,21,0,22.6,0.14,120,0.0,12.4,0,0,0,0,0,0,2.2,0.0,1002.8,338,0.5,144
2059,1,8,22,0,22.1,0.14,135,0.0,12.7,0,0,0,0,0,0,2.18,0.0,1002.5,357,0.8,156
2059,1,8,23,0,21.6,0.14,170,0.0,13.1,0,0,0,0,0,0,2.15,0.0,1002.1,5,1.1,163
2059,1,9,0,0,20.9,0.14,-147,0.0,12.6,0,0,0,0,0,0,2.11,0.0,1001.8,14,1.4,160
2059,1,9,1,0,20.0,0.14,-125,0.0,11.4,0,0,0,0,0,0,2.05,0.0,1001.6,23,1.7,150
2059,1,9,2,0,19.1,0.14,-116,0.0,10.1,0,0,0,0,0,0,2.0,0.0,1001.3,30,2.0,137
2059,1,9,3,0,18.6,0.14,-113,0.0,9.0,0,0,0,0,0,0,1.96,0.0,1001.5,35,2.2,123
2059,1,9,4,0,18.5,0.14,-112,0.0,7.9,0,0,0,0,0,0,1.92,0.0,1002.1,40,2.4,109
2059,1,9,5,0,18.5,0.14,-112,0.0,6.8,1,0,0,1,1,1,1.88,0.0,1002.7,45,2.5,96
2059,1,9,6,0,19.6,0.14,-114,7.5,6.5,46,0,0,46,46,46,1.86,0.0,1003.3,49,2.8,82
2059,1,9,7,0,21.7,0.14,-117,17.2,7.0,160,0,0,160,160,160,1.85,0.0,1004.0,53,3.0,68
2059,1,9,8,0,23.9,0.14,-123,6.4,7.6,321,69,42,363,367,389,1.84,0.0,1004.7,56,3.3,55
2059,1,9,9,0,26.0,0.14,-133,0.0,7.6,403,200,145,548,560,592,1.84,0.0,1004.6,57,3.5,44
2059,1,9,10,0,28.1,0.14,-149,0.0,7.1,461,257,213,674,690,692,1.85,0.0,1003.8,57,3.5,34
2059,1,9,11,0,30.2,0.14,-174,0.0,6.7,489,270,235,725,742,726,1.85,0.0,1003.0,57,3.6,29
2059,1,9,12,0,31.4,0.14,159,0.0,6.4,510,211,180,690,704,697,1.84,0.0,1002.1,56,3.5,31
2059,1,9,13,0,31.8,0.14,139,0.0,6.3,448,192,149,598,610,626,1.81,0.0,1001.2,56,3.4,39
2059,1,9,14,0,32.1,0.14,127,0.0,6.3,352,178,115,466,477,527,1.77,0.0,1000.3,56,3.2,50
2059,1,9,15,0,31.2,0.14,119,0.7,6.7,237,110,53,291,297,353,1.73,0.0,1000.1,54,3.1,62
2059,1,9,16,0,29.1,0.14,115,2.0,7.7,111,10,3,114,114,121,1.69,0.0,1000.5,51,2.9,76
2059,1,9,17,0,27.0,0.14,113,0.0,8.6,12,0,0,12,12,12,1.65,0.0,1000.9,48,2.8,89
2059,1,9,18,0,25.3,0.14,111,0.0,8.8,0,0,0,0,0,0,1.61,0.0,1001.4,46,2.7,103
2059,1,9,19,0,24.1,0.14,112,0.0,8.2,0,0,0,0,0,0,1.57,0.0,1002.0,44,2.7,117
2059,1,9,20,0,22.9,0.14,114,0.0,7.6,0,0,0,0,0,0,1.54,0.0,1002.6,42,2.6,131
2059,1,9,21,0,22.4,0.14,120,0.0,7.0,0,0,0,0,0,0,1.5,0.0,1002.9,42,2.6,144
2059,1,9,22,0,22.6,0.14,135,0.0,6.5,0,0,0,0,0,0,1.44,0.0,1002.8,43,2.6,156
2059,1,9,23,0,22.8,0.14,169,0.0,6.0,0,0,0,0,0,0,1.39,0.0,1002.6,45,2.7,163
2059,1,10,0,0,22.7,0.13,-147,0.0,5.2,0,0,0,0,0,0,1.34,0.0,1002.5,47,2.8,160
2059,1,10,1,0,22.3,0.13,-125,0.0,4.1,0,0,0,0,0,0,1.3,0.0,1002.4,49,3.1,150
2059,1,10,2,0,22.0,0.13,-116,0.0,3.0,0,0,0,0,0,0,1.25,0.0,1002.3,51,3.4,137
