#TMY hourly data
#Site, Solcast_site_5.615612_6.401852
#Country, Nigeria
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 6.4019
#Longitude, 5.6156
#Altitude, 116
#Time Zone, 0.0
Year,Month,Day,Hour,Minute,Tamb,Albedo,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,GtiFixedTilt,GtiTracking,Pw,SnowDepth,Pressure,WindDir,WindVel,Zenith
Year,Month,Day,Hour,Minute,[deg.C],[(0 - 1)],[degree],[%],[deg.C],[W/m2],[W/m2],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[degree]
2059,1,23,21,0,26.5,0.13,115,0.0,22.8,0,0,0,0,0,0,3.85,0.0,999.2,228,2.8,144
2059,1,23,22,0,26.1,0.13,128,0.0,23.4,0,0,0,0,0,0,3.84,0.0,999.1,232,2.7,157
2059,1,23,23,0,25.8,0.13,163,0.0,24.0,0,0,0,0,0,0,3.83,0.0,999.0,236,2.5,165
2059,1,24,0,0,25.4,0.13,-146,0.0,24.1,0,0,0,0,0,0,3.81,0.0,998.7,238,2.4,163
2059,1,24,1,0,24.9,0.13,-121,0.0,23.8,0,0,0,0,0,0,3.78,0.0,998.2,238,2.2,152
2059,1,24,2,0,24.5,0.13,-113,0.0,23.5,0,0,0,0,0,0,3.75,0.0,997.7,237,2.0,139
2059,1,24,3,0,24.3,0.13,-110,0.0,23.4,0,0,0,0,0,0,3.72,0.0,997.6,234,2.0,125
2059,1,24,4,0,24.4,0.13,-109,27.7,23.4,0,0,0,0,0,0,3.7,0.0,997.8,230,2.1,111
2059,1,24,5,0,24.4,0.13,-109,27.2,23.5,0,0,0,0,0,0,3.69,0.0,998.0,226,2.3,96
2059,1,24,6,0,25.0,0.13,-111,9.4,23.4,48,0,0,48,48,48,3.69,0.0,998.3,224,2.4,82
2059,1,24,7,0,25.9,0.13,-114,18.7,23.1,177,0,0,177,177,177,3.7,0.0,998.9,225,2.5,69
2059,1,24,8,0,26.9,0.13,-119,33.8,22.9,288,0,0,288,287,288,3.71,0.0,999.4,225,2.6,55
2059,1,24,9,0,28.4,0.13,-128,15.7,22.8,435,124,95,530,537,555,3.78,0.0,999.4,230,2.6,43
2059,1,24,10,0,30.4,0.13,-144,14.8,22.9,543,125,104,648,655,661,3.91,0.0,998.9,240,2.5,33
2059,1,24,11,0,32.4,0.13,-170,16.2,22.9,584,123,110,695,701,696,4.03,0.0,998.4,250,2.5,27
2059,1,24,12,0,33.0,0.13,159,22.5,22.6,596,42,37,634,635,634,4.12,0.0,997.8,253,2.6,28
2059,1,24,13,0,32.3,0.13,137,14.9,22.0,502,151,118,621,629,647,4.18,0.0,997.0,250,2.7,36
2059,1,24,14,0,31.5,0.13,124,12.6,21.5,396,163,113,509,518,558,4.24,0.0,996.3,246,2.8,47
2059,1,24,15,0,30.5,0.13,117,21.6,21.4,289,11,4,294,293,301,4.28,0.0,996.2,241,2.9,60
2059,1,24,16,0,29.3,0.13,113,5.4,21.8,124,107,35,159,164,234,4.3,0.0,996.6,233,3.1,74
2059,1,24,17,0,28.0,0.13,110,8.0,22.3,17,0,0,17,17,17,4.32,0.0,997.1,226,3.3,88
2059,1,24,18,0,27.0,0.13,109,0.0,22.6,0,0,0,0,0,0,4.3,0.0,997.7,223,3.3,102
2059,1,24,19,0,26.4,0.13,109,0.0,22.8,0,0,0,0,0,0,4.25,0.0,998.5,224,3.2,116
2059,1,24,20,0,25.7,0.13,110,0.0,23.0,0,0,0,0,0,0,4.2,0.0,999.4,225,3.0,130
2059,1,24,21,0,25.4,0.13,115,0.0,23.3,0,0,0,0,0,0,4.17,0.0,999.6,228,2.8,144
2059,1,24,22,0,25.5,0.13,127,0.0,23.8,0,0,0,0,0,0,4.17,0.0,999.2,232,2.5,157
2059,1,24,23,0,25.5,0.13,163,0.0,24.3,0,0,0,0,0,0,4.16,0.0,998.8,238,2.2,166
2059,1,25,0,0,25.3,0.14,-145,0.0,24.4,0,0,0,0,0,0,4.11,0.0,998.4,241,2.0,163
2059,1,25,1,0,24.9,0.14,-121,0.0,23.9,0,0,0,0,0,0,4.03,0.0,997.9,242,2.0,152
2059,1,25,2,0,24.4,0.14,-112,0.0,23.4,0,0,0,0,0,0,3.94,0.0,997.5,241,2.0,139
2059,1,25,3,0,24.2,0.14,-109,0.0,23.2,0,0,0,0,0,0,3.89,0.0,997.4,241,2.1,125
2059,1,25,4,0,24.2,0.14,-108,44.1,23.3,0,0,0,0,0,0,3.87,0.0,997.8,240,2.1,111
2059,1,25,5,0,24.2,0.14,-109,68.3,23.3,0,0,0,0,0,0,3.85,0.0,998.2,239,2.1,97
2059,1,25,6,0,24.6,0.14,-111,24.3,23.2,51,0,0,51,51,51,3.86,0.0,998.7,238,2.2,82
2059,1,25,7,0,25.5,0.14,-114,13.7,23.1,200,11,3,204,205,214,3.88,0.0,999.3,238,2.5,69
2059,1,25,8,0,26.3,0.14,-119,26.7,22.9,327,4,3,330,330,332,3.9,0.0,999.9,238,2.7,55
2059,1,25,9,0,27.7,0.14,-128,21.5,22.9,481,38,27,508,509,519,3.96,0.0,999.9,238,2.8,43
2059,1,25,10,0,29.6,0.14,-144,21.0,22.9,558,69,59,617,620,621,4.04,0.0,999.1,239,2.7,32
2059,1,25,11,0,31.4,0.14,-170,13.6,22.9,549,197,176,725,736,727,4.12,0.0,998.4,239,2.6,26
2059,1,25,12,0,31.9,0.14,159,14.4,22.8,555,165,146,700,710,704,4.21,0.0,997.7,237,2.6,28
2059,1,25,13,0,30.9,0.14,137,20.9,22.7,536,53,43,580,582,587,4.3,0.0,997.1,233,2.6,36
2059,1,25,14,0,29.9,0.14,124,8.8,22.6,379,231,154,533,545,611,4.39,0.0,996.6,228,2.6,47
2059,1,25,15,0,28.8,0.14,117,0.8,22.6,227,305,152,379,395,550,4.47,0.0,996.6,225,2.6,60
2059,1,25,16,0,27.6,0.14,112,2.0,22.8,125,126,40,165,171,248,4.52,0.0,997.1,225,2.7,74
2059,1,25,17,0,26.5,0.14,110,33.9,22.9,16,8,0,17,17,18,4.58,0.0,997.7,224,2.7,88
2059,1,25,18,0,25.7,0.14,108,41.3,23.0,0,0,0,0,0,0,4.6,0.0,998.4,225,2.7,102
2059,1,25,19,0,25.2,0.14,108,44.4,23.1,0,0,0,0,0,0,4.59,0.0,999.3,229,2.6,116
2059,1,25,20,0,24.7,0.14,110,56.1,23.1,0,0,0,0,0,0,4.58,0.0,1000.2,234,2.4,130
2059,1,25,21,0,24.6,0.14,114,60.8,23.2,0,0,0,0,0,0,4.62,0.0,1000.5,237,2.4,144
2059,1,25,22,0,24.7,0.14,127,76.9,23.5,0,0,0,0,0,0,4.7,0.0,1000.1,238,2.5,157
2059,1,25,23,0,24.8,0.14,162,83.0,23.7,0,0,0,0,0,0,4.78,0.0,999.8,239,2.5,166
2059,1,26,0,0,24.9,0.14,-145,83.2,23.8,0,0,0,0,0,0,4.82,0.0,999.5,239,2.4,163
2059,1,26,1,0,24.8,0.14,-120,75.9,23.8,0,0,0,0,0,0,4.84,0.0,999.1,237,2.3,152
2059,1,26,2,0,24.7,0.14,-112,70.9,23.9,0,0,0,0,0,0,4.85,0.0,998.8,235,2.1,139
2059,1,26,3,0,24.7,0.14,-109,70.3,23.8,0,0,0,0,0,0,4.85,0.0,998.8,233,2.0,125
2059,1,26,4,0,24.6,0.14,-108,60.9,23.8,0,0,0,0,0,0,4.85,0.0,999.1,232,1.9,111
2059,1,26,5,0,24.5,0.14,-109,51.8,23.8,0,0,0,0,0,0,4.86,0.0,999.4,231,1.9,97
2059,1,26,6,0,24.8,0.14,-110,36.3,23.7,40,0,0,40,40,40,4.86,0.0,999.9,232,2.1,83
2059,1,26,7,0,25.3,0.14,-113,39.6,23.6,147,0,0,147,147,147,4.85,0.0,1000.5,235,2.6,69
2059,1,26,8,0,25.8,0.14,-119,38.9,23.5,276,0,0,276,275,276,4.85,0.0,1001.2,237,3.1,55
2059,1,26,9,0,26.8,0.14,-128,48.5,23.5,336,0,0,336,335,336,4.82,0.0,1001.2,238,3.1,43
2059,1,26,10,0,28.3,0.14,-144,40.9,23.7,463,0,0,463,462,463,4.74,0.0,1000.6,240,2.6,32
2059,1,26,11,0,29.8,0.14,-170,30.7,23.9,582,0,0,583,581,583,4.67,0.0,1000.0,243,2.2,26
2059,1,26,12,0,30.2,0.14,159,37.2,23.7,513,0,0,513,511,513,4.63,0.0,999.4,246,2.0,28
2059,1,26,13,0,29.6,0.14,137,15.4,23.2,515,119,95,611,617,630,4.62,0.0,998.8,248,1.9,36
2059,1,26,14,0,29.0,0.14,124,22.8,22.6,408,43,31,440,441,451,4.61,0.0,998.2,250,1.9,47
2059,1,26,15,0,28.4,0.14,116,33.5,22.4,236,0,0,236,235,236,4.6,0.0,998.1,247,1.9,60
2059,1,26,16,0,27.7,0.14,112,64.0,22.7,56,0,0,56,56,56,4.57,0.0,998.5,239,1.9,74
2059,1,26,17,0,27.1,0.14,109,25.5,23.0,13,0,0,13,13,13,4.54,0.0,998.8,230,1.9,88
2059,1,26,18,0,26.4,0.14,108,46.7,23.1,0,0,0,0,0,0,4.5,0.0,999.3,227,1.9,102
2059,1,26,19,0,25.8,0.14,108,60.1,23.2,0,0,0,0,0,0,4.46,0.0,1000.1,227,1.8,116
2059,1,26,20,0,25.2,0.14,110,39.7,23.2,0,0,0,0,0,0,4.41,0.0,1000.8,228,1.8,130
2059,1,26,21,0,24.9,0.14,114,48.1,23.3,0,0,0,0,0,0,4.4,0.0,1001.0,230,1.8,144
2059,1,26,22,0,24.8,0.14,126,58.6,23.5,0,0,0,0,0,0,4.42,0.0,1000.5,235,1.8,157
2059,1,26,23,0,24.8,0.14,162,64.8,23.7,0,0,0,0,0,0,4.45,0.0,1000.1,240,1.9,166
2059,1,27,0,0,24.8,0.13,-145,65.0,23.8,0,0,0,0,0,0,4.47,0.0,999.8,243,2.0,164
2059,1,27,1,0,24.7,0.13,-120,58.1,23.9,0,0,0,0,0,0,4.48,0.0,999.6,245,2.1,152
2059,1,27,2,0,24.7,0.13,-112,51.3,24.0,0,0,0,0,0,0,4.48,0.0,999.5,247,2.3,139
2059,1,27,3,0,24.7,0.13,-109,55.2,24.0,0,0,0,0,0,0,4.5,0.0,999.5,248,2.4,125
2059,1,27,4,0,24.7,0.13,-108,61.0,24.0,0,0,0,0,0,0,4.51,0.0,999.7,248,2.4,111
2059,1,27,5,0,24.7,0.13,-108,64.8,24.0,0,0,0,0,0,0,4.53,0.0,999.9,248,2.4,97
2059,1,27,6,0,25.1,0.13,-110,70.1,23.9,14,0,0,14,14,14,4.53,0.0,1000.1,250,2.5,83
2059,1,27,7,0,25.9,0.13,-113,67.7,23.7,77,0,0,77,76,77,4.53,0.0,1000.4,255,2.6,69
2059,1,27,8,0,26.6,0.13,-118,72.8,23.4,118,0,0,118,118,118,4.52,0.0,1000.6,259,2.8,55
2059,1,27,9,0,27.9,0.13,-127,66.3,23.3,219,0,0,219,218,219,4.53,0.0,1000.4,262,2.7,43
2059,1,27,10,0,29.6,0.13,-143,48.9,23.3,394,0,0,396,395,396,4.54,0.0,999.8,265,2.4,32
2059,1,27,11,0,31.2,0.13,-170,22.5,23.4,610,37,34,645,645,645,4.56,0.0,999.2,270,2.0,26
2059,1,27,12,0,31.9,0.13,159,24.2,23.1,583,42,38,621,622,621,4.59,0.0,998.6,267,1.7,27
2059,1,27,13,0,31.6,0.13,136,47.5,22.5,387,0,0,387,386,387,4.62,0.0,997.9,252,1.5,36
2059,1,27,14,0,31.3,0.13,123,52.9,22.0,276,0,0,276,275,276,4.66,0.0,997.2,235,1.5,47
2059,1,27,15,0,30.6,0.13,116,47.5,21.9,197,0,0,197,196,197,4.69,0.0,997.1,220,1.8,60
2059,1,27,16,0,29.5,0.13,112,64.6,22.2,62,0,0,62,62,62,4.7,0.0,997.5,211,2.3,74
2059,1,27,17,0,28.4,0.13,109,47.3,22.6,13,0,0,13,13,13,4.72,0.0,998.0,205,2.8,88
2059,1,27,18,0,27.5,0.13,108,28.2,22.9,0,0,0,0,0,0,4.71,0.0,998.6,205,3.1,102
2059,1,27,19,0,26.8,0.13,108,53.9,23.1,0,0,0,0,0,0,4.69,0.0,999.4,208,3.0,116
2059,1,27,20,0,26.0,0.13,109,52.1,23.4,0,0,0,0,0,0,4.66,0.0,1000.1,212,2.9,130
2059,1,27,21,0,25.7,0.13,114,52.0,23.6,0,0,0,0,0,0,4.65,0.0,1000.4,215,2.7,144
2059,1,27,22,0,25.7,0.13,125,68.5,23.9,0,0,0,0,0,0,4.63,0.0,1000.1,220,2.4,157
2059,1,27,23,0,25.7,0.13,161,83.0,24.2,0,0,0,0,0,0,4.62,0.0,999.8,227,2.1,166
2059,1,28,0,0,25.6,0.13,-144,81.0,24.2,0,0,0,0,0,0,4.6,0.0,999.4,232,1.9,164
2059,1,28,1,0,25.3,0.13,-120,81.4,24.0,0,0,0,0,0,0,4.56,0.0,998.9,234,2.0,153
2059,1,28,2,0,25.0,0.13,-111,80.3,23.8,0,0,0,0,0,0,4.53,0.0,998.4,235,2.1,139
2059,1,28,3,0,24.9,0.13,-108,77.4,23.7,0,0,0,0,0,0,4.51,0.0,998.3,236,2.1,125
2059,1,28,4,0,24.8,0.13,-108,69.6,23.7,0,0,0,0,0,0,4.5,0.0,998.5,235,1.9,111
2059,1,28,5,0,24.8,0.13,-108,67.2,23.7,0,0,0,0,0,0,4.5,0.0,998.8,235,1.8,97
2059,1,28,6,0,25.2,0.13,-110,51.8,23.6,33,0,0,33,33,33,4.49,0.0,999.1,238,1.8,83
2059,1,28,7,0,25.9,0.13,-113,40.9,23.3,152,0,0,152,152,152,4.49,0.0,999.5,243,2.0,69
2059,1,28,8,0,26.6,0.13,-118,45.0,23.1,265,0,0,265,264,265,4.48,0.0,999.9,248,2.2,55
2059,1,28,9,0,27.9,0.13,-127,50.0,23.2,335,0,0,335,334,335,4.46,0.0,999.9,252,2.2,43
2059,1,28,10,0,29.6,0.13,-143,29.4,23.5,521,55,47,569,571,573,4.44,0.0,999.6,256,1.9,32
2059,1,28,11,0,31.3,0.13,-169,17.4,23.8,568,161,145,713,722,715,4.41,0.0,999.4,261,1.6,26
2059,1,28,12,0,31.7,0.13,159,8.9,23.5,474,345,306,780,799,790,4.41,0.0,998.9,259,1.4,27
2059,1,28,13,0,31.0,0.13,136,16.5,22.7,485,181,153,638,647,654,4.42,0.0,998.2,250,1.5,35
2059,1,28,14,0,30.2,0.13,123,39.8,21.9,367,0,0,367,366,367,4.43,0.0,997.5,242,1.7,47
2059,1,28,15,0,29.4,0.13,116,23.6,21.6,279,40,17,297,298,325,4.45,0.0,997.3,232,1.8,60
2059,1,28,16,0,28.6,0.13,112,7.7,21.9,136,93,32,168,173,238,4.45,0.0,997.6,220,2.1,73
2059,1,28,17,0,27.8,0.13,109,1.3,22.2,24,6,1,24,24,24,4.46,0.0,997.9,211,2.4,87
2059,1,28,18,0,27.1,0.13,108,0.0,22.4,0,0,0,0,0,0,4.45,0.0,998.4,209,2.5,102
2059,1,28,19,0,26.4,0.13,108,0.0,22.6,0,0,0,0,0,0,4.41,0.0,999.2,212,2.4,116
2059,1,28,20,0,25.7,0.13,109,0.0,22.8,0,0,0,0,0,0,4.37,0.0,999.9,215,2.2,130
2059,1,28,21,0,25.4,0.13,113,0.0,23.2,0,0,0,0,0,0,4.4,0.0,1000.1,218,2.1,144
2059,1,28,22,0,25.5,0.13,125,0.0,23.7,0,0,0,0,0,0,4.49,0.0,999.8,219,2.1,157
2059,1,28,23,0,25.6,0.13,161,0.0,24.2,0,0,0,0,0,0,4.58,0.0,999.5,221,2.0,166
2059,1,29,0,0,25.6,0.13,-144,0.0,24.3,0,0,0,0,0,0,4.61,0.0,999.1,222,2.0,164
2059,1,29,1,0,25.3,0.13,-119,0.0,24.2,0,0,0,0,0,0,4.58,0.0,998.6,223,2.0,153
2059,1,29,2,0,25.1,0.13,-111,16.0,24.1,0,0,0,0,0,0,4.55,0.0,998.0,224,2.0,139
2059,1,29,3,0,25.0,0.13,-108,43.9,24.1,0,0,0,0,0,0,4.52,0.0,997.9,223,1.9,125
2059,1,29,4,0,24.9,0.13,-107,2.8,24.1,0,0,0,0,0,0,4.51,0.0,998.2,218,1.9,111
2059,1,29,5,0,24.9,0.13,-108,0.0,24.1,0,0,0,0,0,0,4.49,0.0,998.4,212,1.8,97
2059,1,29,6,0,25.3,0.13,-110,0.4,24.0,53,56,10,64,66,81,4.49,0.0,998.9,212,1.9,83
2059,1,29,7,0,26.0,0.13,-113,4.4,23.7,165,214,86,251,262,394,4.51,0.0,999.5,216,2.1,69
2059,1,29,8,0,26.7,0.13,-118,21.4,23.5,306,124,63,369,375,439,4.52,0.0,1000.1,219,2.2,55
2059,1,29,9,0,27.7,0.13,-127,20.5,23.8,443,117,91,534,540,559,4.49,0.0,1000.1,222,2.2,42
2059,1,29,10,0,28.9,0.13,-142,17.6,24.5,523,168,142,666,675,680,4.4,0.0,999.7,227,2.0,32
2059,1,29,11,0,30.1,0.13,-169,18.8,25.3,535,199,179,714,725,717,4.31,0.0,999.3,234,1.8,26
2059,1,29,12,0,30.4,0.13,159,23.4,25.3,565,112,99,664,669,669,4.31,0.0,998.8,235,1.6,27
2059,1,29,13,0,29.7,0.13,136,22.4,24.6,499,132,111,612,618,623,4.39,0.0,998.2,230,1.5,35
2059,1,29,14,0,29.1,0.13,123,38.9,23.8,386,0,0,386,385,386,4.48,0.0,997.7,225,1.4,47
2059,1,29,15,0,28.4,0.13,116,24.1,23.5,275,87,36,311,315,370,4.55,0.0,997.6,222,1.5,60
2059,1,29,16,0,27.5,0.13,111,11.1,23.6,132,116,38,171,176,244,4.61,0.0,997.9,222,1.7,73
2059,1,29,17,0,26.6,0.13,109,17.1,23.6,22,28,3,26,27,28,4.67,0.0,998.3,222,1.9,87
2059,1,29,18,0,25.9,0.13,107,44.9,23.7,0,0,0,0,0,0,4.68,0.0,998.8,222,2.0,102
2059,1,29,19,0,25.5,0.13,107,17.8,23.7,0,0,0,0,0,0,4.62,0.0,999.6,222,2.0,116
2059,1,29,20,0,25.0,0.13,109,0.0,23.8,0,0,0,0,0,0,4.57,0.0,1000.4,222,2.0,130
2059,1,29,21,0,24.9,0.13,113,0.0,24.1,0,0,0,0,0,0,4.58,0.0,1000.6,224,2.0,144
2059,1,29,22,0,25.2,0.13,124,0.0,24.6,0,0,0,0,0,0,4.66,0.0,1000.3,230,2.0,157
2059,1,29,23,0,25.5,0.13,160,0.0,25.1,0,0,0,0,0,0,4.73,0.0,999.9,235,2.0,167
2059,1,30,0,0,25.4,0.13,-143,30.3,25.1,0,0,0,0,0,0,4.74,0.0,999.6,236,2.0,164
2059,1,30,1,0,24.9,0.13,-119,15.2,24.6,0,0,0,0,0,0,4.67,0.0,999.2,235,2.0,153
2059,1,30,2,0,24.4,0.13,-111,0.0,24.1,0,0,0,0,0,0,4.61,0.0,998.9,233,2.0,139
2059,1,30,3,0,24.2,0.13,-108,0.0,23.8,0,0,0,0,0,0,4.56,0.0,998.9,232,1.8,125
2059,1,30,4,0,24.2,0.13,-107,0.0,23.8,0,0,0,0,0,0,4.51,0.0,999.3,230,1.6,111
2059,1,30,5,0,24.2,0.13,-108,0.0,23.8,0,0,0,1,1,0,4.46,0.0,999.7,227,1.3,97
2059,1,30,6,0,24.5,0.13,-109,15.1,23.8,52,14,0,53,54,52,4.42,0.0,1000.1,226,1.1,83
2059,1,30,7,0,24.9,0.13,-112,7.3,23.7,158,265,107,265,277,444,4.4,0.0,1000.7,227,1.2,69
2059,1,30,8,0,25.4,0.13,-117,16.0,23.7,314,192,99,414,423,517,4.37,0.0,1001.2,228,1.2,55
2059,1,30,9,0,26.0,0.13,-126,30.2,23.9,421,57,45,467,469,478,4.37,0.0,1001.3,229,1.2,42
2059,1,30,10,0,26.9,0.13,-142,13.7,24.3,513,197,168,683,693,699,4.39,0.0,1001.0,229,1.3,32
2059,1,30,11,0,27.8,0.13,-169,13.7,24.7,546,208,188,734,745,737,4.42,0.0,1000.7,229,1.4,25
2059,1,30,12,0,27.9,0.13,159,16.7,24.9,591,105,95,685,690,688,4.41,0.0,1000.2,231,1.5,27
2059,1,30,13,0,27.4,0.13,136,19.6,24.8,511,97,82,593,597,602,4.38,0.0,999.5,234,1.6,35
2059,1,30,14,0,26.8,0.13,123,35.4,24.8,376,0,0,376,375,376,4.35,0.0,998.7,237,1.8,46
2059,1,30,15,0,26.2,0.13,115,65.6,24.7,143,0,0,143,142,143,4.34,0.0,998.6,238,1.8,60
2059,1,30,16,0,25.5,0.13,111,82.8,24.4,32,0,0,32,32,32,4.35,0.0,999.1,237,1.7,73
2059,1,30,17,0,24.8,0.13,108,30.8,24.1,7,0,0,7,7,7,4.36,0.0,999.6,237,1.6,87
2059,1,30,18,0,24.3,0.13,107,0.0,23.9,0,0,0,0,0,0,4.31,0.0,1000.2,240,1.6,101
2059,1,30,19,0,24.0,0.13,107,0.0,23.7,0,0,0,0,0,0,4.21,0.0,1000.8,245,1.6,116
2059,1,30,20,0,23.8,0.13,108,0.0,23.5,0,0,0,0,0,0,4.1,0.0,1001.5,251,1.7,130
2059,1,30,21,0,23.8,0.13,112,0.0,23.6,0,0,0,0,0,0,4.07,0.0,1001.6,251,1.7,144
2059,1,30,22,0,24.3,0.13,123,0.0,24.0,0,0,0,0,0,0,4.11,0.0,1001.4,248,1.8,157
2059,1,30,23,0,24.7,0.13,160,0.0,24.3,0,0,0,0,0,0,4.15,0.0,1001.1,245,1.8,167
2059,1,31,0,0,24.7,0.14,-143,0.0,24.4,0,0,0,0,0,0,4.13,0.0,1000.7,247,1.7,165
2059,1,31,1,0,24.4,0.14,-118,27.2,24.2,0,0,0,0,0,0,4.06,0.0,1000.2,254,1.6,153
2059,1,31,2,0,24.1,0.14,-110,39.4,24.0,0,0,0,0,0,0,3.99,0.0,999.7,262,1.5,139
2059,1,31,3,0,24.0,0.14,-107,0.4,23.9,0,0,0,0,0,0,3.94,0.0,999.6,267,1.5,125
2059,1,31,4,0,24.0,0.14,-107,0.0,23.9,0,0,0,0,0,0,3.92,0.0,999.8,270,1.4,111
2059,1,31,5,0,24.0,0.14,-107,0.0,23.9,0,0,0,0,0,0,3.91,0.0,1000.0,273,1.3,97
2059,1,31,6,0,24.2,0.14,-109,12.5,24.0,47,0,0,47,47,47,3.92,0.0,1000.4,274,1.3,83
2059,1,31,7,0,24.6,0.14,-112,11.0,24.1,176,88,38,214,218,273,3.96,0.0,1001.0,273,1.4,69
2059,1,31,8,0,24.9,0.14,-117,0.0,24.2,260,347,201,461,478,621,4.0,0.0,1001.6,271,1.5,55
2059,1,31,9,0,25.9,0.14,-126,8.4,24.2,413,255,188,600,613,665,4.05,0.0,1001.7,270,1.5,42
2059,1,31,10,0,27.6,0.14,-142,4.4,24.0,427,387,330,757,777,790,4.11,0.0,1001.3,269,1.5,31
2059,1,31,11,0,29.2,0.14,-169,11.5,23.8,528,244,219,749,761,752,4.17,0.0,1000.9,267,1.5,25
2059,1,31,12,0,29.5,0.14,159,7.9,23.9,501,302,270,771,787,779,4.23,0.0,1000.4,264,1.5,26
2059,1,31,13,0,28.5,0.14,135,15.8,24.1,523,118,99,622,627,637,4.29,0.0,999.7,259,1.6,35
2059,1,31,14,0,27.5,0.14,122,11.2,24.3,413,150,101,515,522,568,4.35,0.0,998.9,254,1.6,46
2059,1,31,15,0,26.7,0.14,115,1.3,24.4,246,256,130,376,389,521,4.39,0.0,998.9,252,1.7,59
2059,1,31,16,0,26.1,0.14,111,1.6,24.3,129,118,39,168,173,251,4.41,0.0,999.4,250,1.8,73
2059,1,31,17,0,25.5,0.14,108,5.8,24.2,21,1,0,22,22,22,4.43,0.0,1000.0,249,1.9,87
2059,1,31,18,0,25.0,0.14,107,0.0,24.1,0,0,0,0,0,0,4.39,0.0,1000.5,249,1.9,101
2059,1,31,19,0,24.6,0.14,107,0.0,23.9,0,0,0,0,0,0,4.3,0.0,1001.0,249,1.8,116
2059,1,31,20,0,24.2,0.14,108,0.0,23.8,0,0,0,0,0,0,4.2,0.0,1001.5,249,1.8,130
2059,1,31,21,0,24.2,0.14,112,0.0,23.8,0,0,0,0,0,0,4.09,0.0,1001.5,251,1.7,144
2059,1,31,22,0,24.5,0.14,123,27.5,24.0,0,0,0,0,0,0,3.97,0.0,1001.0,255,1.6,157
2059,1,31,23,0,24.9,0.14,159,51.1,24.2,0,0,0,0,0,0,3.84,0.0,1000.5,259,1.5,167
2059,2,1,0,0,23.3,0.13,-142,0.0,19.0,0,0,0,0,0,0,2.04,0.0,996.2,237,2.0,165
2059,2,1,1,0,22.5,0.13,-118,0.0,18.8,0,0,0,0,0,0,2.13,0.0,996.0,243,1.8,153
2059,2,1,2,0,21.7,0.13,-110,0.0,18.7,0,0,0,0,0,0,2.22,0.0,995.7,251,1.5,139
2059,2,1,3,0,21.2,0.13,-107,0.0,18.7,0,0,0,0,0,0,2.32,0.0,995.8,265,1.4,125
2059,2,1,4,0,20.8,0.13,-106,0.0,18.8,0,0,0,0,0,0,2.43,0.0,996.3,283,1.4,111
2059,2,1,5,0,20.5,0.13,-107,0.0,19.0,0,0,0,0,0,0,2.53,0.0,996.8,300,1.5,97
2059,2,1,6,0,21.5,0.13,-109,1.2,19.3,44,0,0,44,43,44,2.61,0.0,997.4,307,1.4,83
2059,2,1,7,0,23.9,0.13,-112,9.3,19.8,159,0,0,159,159,160,2.67,0.0,998.0,309,1.1,69
2059,2,1,8,0,26.3,0.13,-117,1.5,20.3,302,81,49,351,355,388,2.72,0.0,998.7,312,0.7,55
2059,2,1,9,0,28.6,0.13,-125,0.0,19.8,396,194,145,541,550,589,2.69,0.0,998.6,333,0.5,42
2059,2,1,10,0,30.7,0.13,-141,0.0,18.4,457,255,217,675,688,697,2.58,0.0,997.8,18,0.5,31
2059,2,1,11,0,32.8,0.13,-169,0.0,16.9,477,298,270,749,764,752,2.46,0.0,997.0,46,0.7,25
2059,2,1,12,0,34.0,0.13,158,0.0,15.3,448,353,317,765,784,774,2.4,0.0,996.1,60,0.7,26
2059,2,1,13,0,34.4,0.13,135,0.0,13.7,405,349,288,693,710,737,2.4,0.0,995.1,85,0.5,34
2059,2,1,14,0,34.7,0.13,122,0.0,12.1,336,311,216,551,568,649,2.39,0.0,994.2,126,0.5,46
2059,2,1,15,0,34.0,0.13,115,1.6,12.0,246,218,114,361,373,483,2.42,0.0,993.9,175,0.7,59
2059,2,1,16,0,32.1,0.13,111,2.3,13.2,134,74,24,158,161,209,2.47,0.0,994.4,198,1.3,73
2059,2,1,17,0,30.2,0.13,108,0.0,14.5,23,6,0,24,24,25,2.53,0.0,994.9,207,1.9,87
2059,2,1,18,0,28.7,0.13,107,0.0,15.8,0,0,0,0,0,0,2.59,0.0,995.5,210,2.3,101
2059,2,1,19,0,27.5,0.13,106,0.0,17.1,0,0,0,0,0,0,2.67,0.0,996.2,214,2.3,116
2059,2,1,20,0,26.4,0.13,107,0.0,18.4,0,0,0,0,0,0,2.74,0.0,996.8,217,2.4,130
2059,2,1,21,0,25.7,0.13,111,0.0,19.6,0,0,0,0,0,0,2.85,0.0,997.2,220,2.4,144
2059,2,1,22,0,25.4,0.13,122,0.0,20.7,0,0,0,0,0,0,2.98,0.0,997.2,223,2.3,157
2059,2,1,23,0,25.1,0.13,158,0.0,21.8,0,0,0,0,0,0,3.1,0.0,997.3,226,2.2,167
2059,2,2,0,0,24.7,0.13,-142,0.0,22.4,0,0,0,0,0,0,3.18,0.0,997.1,228,2.0,165
2059,2,2,1,0,24.1,0.13,-117,0.0,22.6,0,0,0,0,0,0,3.22,0.0,996.9,228,1.7,153
